,crystal_descriptions,energy_substance_pa,magmom_pa,SYMM,Sm-18-coordinate,Fe-11-coordinate,Fe-8-coordinate,Fe-cuboctahedral,Fe-13-coordinate,Fe-body-centered cubic,Fe-10-coordinate,Sm-16-coordinate,Fe-14-coordinate,Fe-9-coordinate,Fe-12-coordinate,Sm-20-coordinate,Fe-15-coordinate,Sm-2-coordinate,Fe-2-coordinate,Sm-cuboctahedral,Fe-7-coordinate,Sm-6-coordinate,Fe-1-coordinate,Sm-14-coordinate,Sm-8-coordinate,Fe-6-coordinate,Sm-17-coordinate,Sm-10-coordinate,Sm-12-coordinate,Sm-11-coordinate,Sm-octahedral,Sm-3-coordinate,Fe-single-bond,Sm-4-coordinate,Fe-hexagonal planar,Fe-3-coordinate,Fe-16-coordinate,Sm-15-coordinate,Sm-7-coordinate,Sm-5-coordinate,Fe-q6,Fe-5-coordinate,Sm-19-coordinate,Sm-linear,Fe-bent 150 degrees,Sm-13-coordinate,Sm-1-coordinate,Fe-4-coordinate,Sm-9-coordinate,Fe-linear,Fe-17-coordinate,Sm-22-coordinate,Fe-18-coordinate,Sm-body-centered cubic,Sm-bent 150 degrees,Fe-20-coordinate,Fe-square co-planar,Fe-trigonal planar
47,Sm1_1-coordinate_1.0|Fe1_1-coordinate_1.0|Fe2_9-coordinate_1.0|Fe3_10-coordinate_1.0|Fe4_11-coordinate_1.0|Fe5_11-coordinate_1.0|Fe6_11-coordinate_1.0|Fe7_12-coordinate_1.0|Fe8_12-coordinate_1.0|Fe9_14-coordinate_1.0|Fe10_11-coordinate_1.0|Fe11_13-coordinate_1.0|Fe12_14-coordinate_1.0,0.2830000000000012,1.647677692307692,1.0,,1.0,,,1.0,,1.0,,1.0,1.0,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,
48,Sm1_18-coordinate_1.0|Fe1_11-coordinate_1.0|Fe2_10-coordinate_1.0|Fe3_11-coordinate_1.0|Fe4_9-coordinate_1.0|Fe5_11-coordinate_1.0|Fe6_11-coordinate_1.0|Fe7_12-coordinate_1.0|Fe8_12-coordinate_1.0|Fe9_11-coordinate_1.0|Fe10_11-coordinate_1.0|Fe11_12-coordinate_1.0|Fe12_11-coordinate_1.0,0.29246153846154,2.027674769230769,1.0,1.0,1.0,,,,,1.0,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,Sm1_8-coordinate_1.0|Fe1_9-coordinate_1.0|Fe2_8-coordinate_1.0|Fe3_1-coordinate_1.0|Fe4_13-coordinate_1.0|Fe5_9-coordinate_1.0|Fe6_13-coordinate_1.0,0.2440769230769243,2.021670769230769,2.0,,,1.0,,1.0,,,,,1.0,,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51,Sm1_2-coordinate_1.0|Fe1_2-coordinate_1.0|Fe2_10-coordinate_1.0|Fe3_13-coordinate_1.0|Fe4_11-coordinate_1.0|Fe5_12-coordinate_1.0|Fe6_11-coordinate_1.0|Fe7_10-coordinate_1.0|Fe8_10-coordinate_1.0|Fe9_10-coordinate_1.0|Fe10_11-coordinate_1.0|Fe11_10-coordinate_1.0|Fe12_11-coordinate_1.0,0.3131538461538471,1.886195,1.0,,1.0,,,1.0,,1.0,,,,1.0,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52,Sm1_14-coordinate_1.0|Fe1_9-coordinate_1.0|Fe2_11-coordinate_1.0|Fe3_10-coordinate_1.0|Fe4_9-coordinate_1.0|Fe5_13-coordinate_1.0|Fe6_10-coordinate_1.0|Fe7_9-coordinate_1.0|Fe8_12-coordinate_1.0|Fe9_11-coordinate_1.0|Fe10_11-coordinate_1.0|Fe11_8-coordinate_1.0|Fe12_8-coordinate_1.0,0.3456153846153864,1.460261153846154,1.0,,1.0,1.0,,1.0,,1.0,,,1.0,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,Sm1_11-coordinate_1.0|Fe1_12-coordinate_1.0|Fe2_10-coordinate_1.0|Fe3_11-coordinate_1.0|Fe4_12-coordinate_1.0|Fe5_11-coordinate_1.0|Fe6_9-coordinate_1.0|Fe7_11-coordinate_1.0|Fe8_11-coordinate_1.0|Fe9_11-coordinate_1.0|Fe10_1-coordinate_1.0|Fe11_12-coordinate_1.0|Fe12_12-coordinate_1.0,0.3988461538461551,0.6614893846153846,1.0,,1.0,,,,,1.0,,,1.0,1.0,,,,,,,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,Sm1_14-coordinate_1.0|Fe1_cuboctahedral_0.6|Fe2_cuboctahedral_0.6|Fe3_11-coordinate_1.0|Fe4_8-coordinate_1.0|Fe5_cuboctahedral_0.6|Fe6_10-coordinate_1.0|Fe7_16-coordinate_1.0|Fe8_10-coordinate_1.0|Fe9_13-coordinate_1.0|Fe10_16-coordinate_1.0,0.2894615384615399,1.8591565384615385,8.0,,1.0,1.0,0.6,1.0,,1.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
55,Sm1_14-coordinate_1.0|Fe1_14-coordinate_1.0|Fe2_8-coordinate_1.0|Fe3_11-coordinate_1.0|Fe4_10-coordinate_1.0|Fe5_8-coordinate_1.0|Fe6_9-coordinate_1.0|Fe7_9-coordinate_1.0|Fe8_9-coordinate_1.0|Fe9_9-coordinate_1.0|Fe10_9-coordinate_1.0|Fe11_16-coordinate_1.0,0.3066923076923095,2.122172,1.0,,1.0,1.0,,,,1.0,,1.0,1.0,,,,,,,,,,1.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
56,Sm1_14-coordinate_1.0|Fe1_4-coordinate_1.0|Fe2_11-coordinate_1.0|Fe3_11-coordinate_1.0|Fe4_10-coordinate_1.0|Fe5_4-coordinate_1.0|Fe6_12-coordinate_1.0|Fe7_12-coordinate_1.0|Fe8_13-coordinate_1.0|Fe9_12-coordinate_1.0|Fe10_13-coordinate_1.0|Fe11_13-coordinate_1.0|Fe12_13-coordinate_1.0,0.2936923076923086,1.5885,1.0,,1.0,,,1.0,,1.0,,,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,
57,Sm1_8-coordinate_1.0|Fe1_8-coordinate_1.0|Fe2_1-coordinate_1.0|Fe3_1-coordinate_1.0|Fe4_8-coordinate_1.0|Fe5_8-coordinate_1.0|Fe6_body-centered cubic_0.4|Fe7_1-coordinate_1.0|Fe8_1-coordinate_1.0|Fe9_12-coordinate_1.0|Fe10_9-coordinate_1.0|Fe11_8-coordinate_1.0|Fe12_9-coordinate_1.0,0.2265384615384632,2.233780923076924,2.0,,,1.0,,,0.4,,,,1.0,1.0,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59,Sm1_6-coordinate_1.0|Fe1_14-coordinate_1.0|Fe2_body-centered cubic_0.5|Fe3_10-coordinate_1.0|Fe4_body-centered cubic_0.5|Fe5_8-coordinate_1.0|Fe6_7-coordinate_1.0|Fe7_8-coordinate_1.0|Fe8_11-coordinate_1.0|Fe9_body-centered cubic_0.5|Fe10_13-coordinate_1.0|Fe11_8-coordinate_1.0|Fe12_14-coordinate_1.0,0.2566153846153856,2.0316184615384616,8.0,,1.0,1.0,,1.0,0.5,1.0,,1.0,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60,Sm1_9-coordinate_1.0|Fe1_12-coordinate_1.0|Fe2_12-coordinate_1.0|Fe3_cuboctahedral_0.4|Fe4_11-coordinate_1.0|Fe5_11-coordinate_1.0|Fe6_10-coordinate_1.0|Fe7_9-coordinate_1.0|Fe8_10-coordinate_1.0|Fe9_9-coordinate_1.0|Fe10_11-coordinate_1.0|Fe11_11-coordinate_1.0|Fe12_cuboctahedral_0.4,0.3498461538461551,1.254662769230769,1.0,,1.0,,0.4,,,1.0,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,
61,Sm1_16-coordinate_1.0|Fe1_10-coordinate_1.0|Fe2_12-coordinate_1.0|Fe3_12-coordinate_1.0|Fe4_13-coordinate_1.0|Fe5_12-coordinate_1.0|Fe6_13-coordinate_1.0|Fe7_10-coordinate_1.0|Fe8_12-coordinate_1.0|Fe9_12-coordinate_1.0|Fe10_2-coordinate_1.0|Fe11_11-coordinate_1.0|Fe12_12-coordinate_1.0,0.2453846153846163,2.1247776923076924,1.0,,1.0,,,1.0,,1.0,1.0,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62,Sm1_13-coordinate_1.0|Fe1_2-coordinate_1.0|Fe2_10-coordinate_1.0|Fe3_2-coordinate_1.0|Fe4_cuboctahedral_0.6|Fe5_cuboctahedral_0.7|Fe6_11-coordinate_1.0|Fe7_11-coordinate_1.0|Fe8_2-coordinate_1.0|Fe9_2-coordinate_1.0|Fe10_11-coordinate_1.0,0.5060769230769248,1.6178173076923077,25.0,,1.0,,0.7,,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,
63,Sm1_16-coordinate_1.0|Fe1_11-coordinate_1.0|Fe2_11-coordinate_1.0|Fe3_cuboctahedral_0.6|Fe4_13-coordinate_1.0|Fe5_12-coordinate_1.0|Fe6_9-coordinate_1.0|Fe7_11-coordinate_1.0|Fe8_14-coordinate_1.0|Fe9_12-coordinate_1.0|Fe10_12-coordinate_1.0|Fe11_11-coordinate_1.0|Fe12_16-coordinate_1.0,0.2976923076923091,2.0122547692307693,1.0,,1.0,,0.6,1.0,,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
64,Sm1_14-coordinate_1.0|Fe1_cuboctahedral_0.6|Fe2_cuboctahedral_0.5|Fe3_12-coordinate_1.0|Fe4_12-coordinate_1.0|Fe5_8-coordinate_1.0|Fe6_13-coordinate_1.0|Fe7_11-coordinate_1.0|Fe8_12-coordinate_1.0|Fe9_11-coordinate_1.0|Fe10_12-coordinate_1.0|Fe11_12-coordinate_1.0|Fe12_14-coordinate_1.0,0.227076923076924,2.066393769230769,1.0,,1.0,1.0,0.5,1.0,,,,1.0,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65,Sm1_8-coordinate_1.0|Fe1_8-coordinate_1.0|Fe2_1-coordinate_1.0|Fe3_13-coordinate_1.0|Fe4_1-coordinate_1.0|Fe5_8-coordinate_1.0|Fe6_13-coordinate_1.0|Fe7_7-coordinate_1.0|Fe8_1-coordinate_1.0|Fe9_12-coordinate_1.0|Fe10_14-coordinate_1.0|Fe11_13-coordinate_1.0|Fe12_12-coordinate_1.0,0.2666153846153863,2.1166470769230767,1.0,,,1.0,,1.0,,,,1.0,,1.0,,,,,,1.0,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66,Sm1_9-coordinate_1.0|Fe1_10-coordinate_1.0|Fe2_10-coordinate_1.0|Fe3_9-coordinate_1.0|Fe4_11-coordinate_1.0|Fe5_6-coordinate_1.0|Fe6_3-coordinate_1.0|Fe7_7-coordinate_1.0|Fe8_8-coordinate_1.0|Fe9_13-coordinate_1.0|Fe10_13-coordinate_1.0|Fe11_7-coordinate_1.0|Fe12_14-coordinate_1.0,0.4541538461538481,1.623741846153846,1.0,,1.0,1.0,,1.0,,1.0,,1.0,1.0,,,,,,,1.0,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,,,,1.0,,,,,,,,,
67,Sm1_18-coordinate_1.0|Fe1_cuboctahedral_0.4|Fe2_12-coordinate_1.0|Fe3_7-coordinate_1.0|Fe4_9-coordinate_1.0|Fe5_cuboctahedral_0.4,0.2541538461538474,1.748353846153846,65.0,1.0,,,0.4,,,,,,1.0,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69,Sm1_16-coordinate_1.0|Fe1_10-coordinate_1.0|Fe2_9-coordinate_1.0|Fe3_8-coordinate_1.0|Fe4_11-coordinate_1.0|Fe5_12-coordinate_1.0|Fe6_10-coordinate_1.0|Fe7_12-coordinate_1.0|Fe8_7-coordinate_1.0|Fe9_11-coordinate_1.0|Fe10_11-coordinate_1.0|Fe11_13-coordinate_1.0|Fe12_10-coordinate_1.0,0.3203846153846169,1.966443692307692,1.0,,1.0,1.0,,1.0,,1.0,1.0,,1.0,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,Sm1_10-coordinate_1.0|Fe1_3-coordinate_1.0|Fe2_1-coordinate_1.0|Fe3_10-coordinate_1.0|Fe4_10-coordinate_1.0|Fe5_7-coordinate_1.0|Fe6_11-coordinate_1.0|Fe7_11-coordinate_1.0|Fe8_10-coordinate_1.0|Fe9_9-coordinate_1.0|Fe10_9-coordinate_1.0|Fe11_10-coordinate_1.0|Fe12_12-coordinate_1.0,0.4052307692307704,1.7015303846153846,1.0,,1.0,,,,,1.0,,,1.0,1.0,,,,,,1.0,,1.0,,,,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,
71,Sm1_15-coordinate_1.0|Fe1_12-coordinate_1.0|Fe2_10-coordinate_1.0|Fe3_12-coordinate_1.0|Fe4_12-coordinate_1.0|Fe5_12-coordinate_1.0|Fe6_12-coordinate_1.0|Fe7_11-coordinate_1.0|Fe8_12-coordinate_1.0|Fe9_11-coordinate_1.0|Fe10_11-coordinate_1.0|Fe11_3-coordinate_1.0|Fe12_15-coordinate_1.0,0.3056923076923091,2.1050953846153844,1.0,,1.0,,,,,1.0,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,
72,Sm1_17-coordinate_1.0|Fe1_13-coordinate_1.0|Fe2_12-coordinate_1.0|Fe3_13-coordinate_1.0|Fe4_12-coordinate_1.0|Fe5_cuboctahedral_0.7|Fe6_cuboctahedral_0.6|Fe7_13-coordinate_1.0|Fe8_8-coordinate_1.0|Fe9_12-coordinate_1.0|Fe10_12-coordinate_1.0|Fe11_12-coordinate_1.0|Fe12_1-coordinate_1.0,0.3278461538461549,1.273520076923077,1.0,,,1.0,0.6,1.0,,,,,,1.0,,,,,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73,Sm1_18-coordinate_1.0|Fe1_11-coordinate_1.0|Fe2_12-coordinate_1.0|Fe3_13-coordinate_1.0|Fe4_12-coordinate_1.0|Fe5_12-coordinate_1.0|Fe6_12-coordinate_1.0|Fe7_12-coordinate_1.0|Fe8_10-coordinate_1.0|Fe9_12-coordinate_1.0|Fe10_cuboctahedral_0.4|Fe11_2-coordinate_1.0|Fe12_14-coordinate_1.0,0.2525384615384627,1.8426313846153843,1.0,1.0,1.0,,0.4,1.0,,1.0,,1.0,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74,Sm1_3-coordinate_1.0|Fe1_10-coordinate_1.0|Fe2_2-coordinate_1.0|Fe3_12-coordinate_1.0|Fe4_13-coordinate_1.0|Fe5_10-coordinate_1.0|Fe6_11-coordinate_1.0|Fe7_1-coordinate_1.0|Fe8_13-coordinate_1.0|Fe9_13-coordinate_1.0|Fe10_11-coordinate_1.0|Fe11_8-coordinate_1.0|Fe12_13-coordinate_1.0,0.2850769230769244,1.9287208461538463,1.0,,1.0,1.0,,1.0,,1.0,,,,1.0,,,,1.0,,,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
76,Sm1_4-coordinate_1.0|Fe1_14-coordinate_1.0|Fe2_8-coordinate_1.0|Fe3_linear_0.4|Fe4_12-coordinate_1.0|Fe5_11-coordinate_1.0|Fe6_body-centered cubic_0.5|Fe7_8-coordinate_1.0|Fe8_8-coordinate_1.0|Fe9_13-coordinate_1.0|Fe10_9-coordinate_1.0|Fe11_12-coordinate_1.0|Fe12_9-coordinate_1.0,0.2896153846153858,1.8476515384615384,6.0,,1.0,1.0,,1.0,0.5,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,0.4,,,,,,,,
77,Sm1_14-coordinate_1.0|Fe1_12-coordinate_1.0|Fe2_body-centered cubic_0.4|Fe3_1-coordinate_1.0|Fe4_body-centered cubic_0.6|Fe5_12-coordinate_1.0|Fe6_1-coordinate_1.0|Fe7_body-centered cubic_0.4|Fe8_13-coordinate_1.0|Fe9_10-coordinate_1.0|Fe10_14-coordinate_1.0|Fe11_9-coordinate_1.0|Fe12_body-centered cubic_0.5,0.2426923076923088,1.9291435384615383,6.0,,,,,1.0,0.5,1.0,,1.0,1.0,1.0,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78,Sm1_4-coordinate_1.0|Fe1_8-coordinate_1.0|Fe2_8-coordinate_1.0|Fe3_11-coordinate_1.0|Fe4_cuboctahedral_0.4|Fe5_11-coordinate_1.0|Fe6_11-coordinate_1.0|Fe7_11-coordinate_1.0|Fe8_11-coordinate_1.0|Fe9_cuboctahedral_0.4|Fe10_cuboctahedral_0.4|Fe11_12-coordinate_1.0|Fe12_cuboctahedral_0.7,0.3091538461538476,1.5624479999999998,1.0,,1.0,1.0,0.7,,,,,,,1.0,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
80,Sm1_17-coordinate_1.0|Fe1_12-coordinate_1.0|Fe2_12-coordinate_1.0|Fe3_8-coordinate_1.0|Fe4_11-coordinate_1.0|Fe5_13-coordinate_1.0|Fe6_13-coordinate_1.0|Fe7_cuboctahedral_0.6|Fe8_cuboctahedral_0.6|Fe9_11-coordinate_1.0|Fe10_12-coordinate_1.0|Fe11_10-coordinate_1.0|Fe12_13-coordinate_1.0,0.2069230769230778,2.128659076923077,1.0,,1.0,1.0,0.6,1.0,,1.0,,,,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81,Sm1_6-coordinate_1.0|Fe1_12-coordinate_1.0|Fe2_9-coordinate_1.0|Fe3_12-coordinate_1.0|Fe4_10-coordinate_1.0|Fe5_6-coordinate_1.0|Fe6_cuboctahedral_0.6|Fe7_12-coordinate_1.0,0.2449230769230778,2.030142846153846,10.0,,,,0.6,,,1.0,,,1.0,1.0,,,,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82,Sm1_15-coordinate_1.0|Fe1_7-coordinate_1.0|Fe2_7-coordinate_1.0|Fe3_12-coordinate_1.0|Fe4_9-coordinate_1.0|Fe5_6-coordinate_1.0|Fe6_7-coordinate_1.0|Fe7_11-coordinate_1.0|Fe8_8-coordinate_1.0|Fe9_7-coordinate_1.0|Fe10_9-coordinate_1.0|Fe11_8-coordinate_1.0|Fe12_hexagonal planar_0.9,0.6397692307692324,1.2856534615384616,25.0,,1.0,1.0,,,,,,,1.0,1.0,,,,,,1.0,,,,,1.0,,,,,,,,,0.9,,,1.0,,,,,,,,,,,,,,,,,,,,
83,Sm1_15-coordinate_1.0|Fe1_12-coordinate_1.0|Fe2_8-coordinate_1.0|Fe3_12-coordinate_1.0|Fe4_8-coordinate_1.0|Fe5_12-coordinate_1.0|Fe6_8-coordinate_1.0|Fe7_14-coordinate_1.0|Fe8_9-coordinate_1.0|Fe9_17-coordinate_1.0,0.2944615384615398,1.914444,8.0,,,1.0,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,1.0,,,,,,,
84,Sm1_16-coordinate_1.0|Fe1_14-coordinate_1.0|Fe2_13-coordinate_1.0|Fe3_9-coordinate_1.0|Fe4_10-coordinate_1.0|Fe5_11-coordinate_1.0|Fe6_body-centered cubic_0.4|Fe7_11-coordinate_1.0|Fe8_11-coordinate_1.0|Fe9_10-coordinate_1.0|Fe10_8-coordinate_1.0|Fe11_12-coordinate_1.0|Fe12_9-coordinate_1.0,0.2784615384615399,2.0797184615384614,6.0,,1.0,1.0,,1.0,0.4,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85,Sm1_16-coordinate_1.0|Fe1_10-coordinate_1.0|Fe2_9-coordinate_1.0|Fe3_body-centered cubic_0.5|Fe4_11-coordinate_1.0|Fe5_11-coordinate_1.0|Fe6_5-coordinate_1.0|Fe7_6-coordinate_1.0|Fe8_13-coordinate_1.0|Fe9_14-coordinate_1.0|Fe10_13-coordinate_1.0|Fe11_13-coordinate_1.0|Fe12_9-coordinate_1.0,0.2936923076923086,1.8225768461538456,6.0,,1.0,,,1.0,0.5,1.0,1.0,1.0,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,
86,Sm1_6-coordinate_1.0|Fe1_8-coordinate_1.0|Fe2_8-coordinate_1.0|Fe3_12-coordinate_1.0|Fe4_2-coordinate_1.0|Fe5_12-coordinate_1.0|Fe6_11-coordinate_1.0|Fe7_12-coordinate_1.0|Fe8_2-coordinate_1.0|Fe9_12-coordinate_1.0|Fe10_14-coordinate_1.0|Fe11_8-coordinate_1.0|Fe12_14-coordinate_1.0,0.3145384615384625,1.970292,6.0,,1.0,1.0,,,,,,1.0,,1.0,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87,Sm1_3-coordinate_1.0|Fe1_8-coordinate_1.0|Fe2_11-coordinate_1.0|Fe3_8-coordinate_1.0|Fe4_8-coordinate_1.0|Fe5_9-coordinate_1.0|Fe6_13-coordinate_1.0|Fe7_12-coordinate_1.0|Fe8_9-coordinate_1.0|Fe9_10-coordinate_1.0|Fe10_8-coordinate_1.0|Fe11_12-coordinate_1.0|Fe12_2-coordinate_1.0,0.2882307692307703,1.880134769230769,1.0,,1.0,1.0,,1.0,,1.0,,,1.0,1.0,,,,1.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
88,Sm1_cuboctahedral_0.5|Fe1_9-coordinate_1.0|Fe2_12-coordinate_1.0|Fe3_7-coordinate_1.0|Fe4_12-coordinate_1.0|Fe5_12-coordinate_1.0|Fe6_9-coordinate_1.0|Fe7_12-coordinate_1.0|Fe8_12-coordinate_1.0|Fe9_cuboctahedral_0.4|Fe10_12-coordinate_1.0|Fe11_cuboctahedral_0.4|Fe12_7-coordinate_1.0,0.2437692307692327,2.117084307692308,8.0,,,,0.4,,,,,,1.0,1.0,,,,,0.5,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89,Sm1_22-coordinate_1.0|Fe1_10-coordinate_1.0|Fe2_10-coordinate_1.0|Fe3_9-coordinate_1.0|Fe4_10-coordinate_1.0|Fe5_11-coordinate_1.0|Fe6_10-coordinate_1.0|Fe7_12-coordinate_1.0|Fe8_10-coordinate_1.0|Fe9_9-coordinate_1.0|Fe10_11-coordinate_1.0|Fe11_6-coordinate_1.0|Fe12_13-coordinate_1.0,0.368076923076925,1.43528,1.0,,1.0,,,1.0,,1.0,,,1.0,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,
90,Sm1_17-coordinate_1.0|Fe1_11-coordinate_1.0|Fe2_12-coordinate_1.0|Fe3_13-coordinate_1.0|Fe4_10-coordinate_1.0|Fe5_cuboctahedral_0.6|Fe6_cuboctahedral_0.5|Fe7_12-coordinate_1.0|Fe8_12-coordinate_1.0|Fe9_8-coordinate_1.0|Fe10_12-coordinate_1.0|Fe11_12-coordinate_1.0|Fe12_13-coordinate_1.0,0.2286923076923087,2.054007384615385,1.0,,1.0,1.0,0.5,1.0,,1.0,,,,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91,Sm1_2-coordinate_1.0|Fe1_9-coordinate_1.0|Fe2_2-coordinate_1.0|Fe3_13-coordinate_1.0|Fe4_13-coordinate_1.0|Fe5_9-coordinate_1.0|Fe6_8-coordinate_1.0|Fe7_11-coordinate_1.0|Fe8_10-coordinate_1.0|Fe9_13-coordinate_1.0|Fe10_10-coordinate_1.0|Fe11_12-coordinate_1.0|Fe12_13-coordinate_1.0,0.3253076923076933,1.8731307692307693,1.0,,1.0,1.0,,1.0,,1.0,,,1.0,1.0,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92,Sm1_1-coordinate_1.0|Fe1_12-coordinate_1.0|Fe2_11-coordinate_1.0|Fe3_8-coordinate_1.0|Fe4_8-coordinate_1.0|Fe5_1-coordinate_1.0|Fe6_8-coordinate_1.0|Fe7_8-coordinate_1.0|Fe8_14-coordinate_1.0|Fe9_8-coordinate_1.0|Fe10_body-centered cubic_0.6|Fe11_13-coordinate_1.0|Fe12_body-centered cubic_0.4,0.2467692307692317,2.083581538461538,1.0,,1.0,1.0,,1.0,0.4,,,1.0,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,
93,Sm1_18-coordinate_1.0|Fe1_12-coordinate_1.0|Fe2_12-coordinate_1.0|Fe3_11-coordinate_1.0|Fe4_13-coordinate_1.0|Fe5_9-coordinate_1.0|Fe6_7-coordinate_1.0|Fe7_11-coordinate_1.0|Fe8_11-coordinate_1.0|Fe9_cuboctahedral_0.6|Fe10_14-coordinate_1.0|Fe11_11-coordinate_1.0|Fe12_13-coordinate_1.0,0.2335384615384627,1.887284615384616,6.0,1.0,1.0,,0.6,1.0,,,,1.0,1.0,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94,Sm1_14-coordinate_1.0|Fe1_11-coordinate_1.0|Fe2_13-coordinate_1.0|Fe3_10-coordinate_1.0|Fe4_8-coordinate_1.0|Fe5_4-coordinate_1.0|Fe6_12-coordinate_1.0|Fe7_10-coordinate_1.0|Fe8_10-coordinate_1.0|Fe9_2-coordinate_1.0|Fe10_12-coordinate_1.0|Fe11_12-coordinate_1.0|Fe12_14-coordinate_1.0,0.3262307692307703,1.9804965384615385,1.0,,1.0,1.0,,1.0,,1.0,,1.0,,1.0,,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,
95,Sm1_18-coordinate_1.0|Fe1_9-coordinate_1.0|Fe2_10-coordinate_1.0|Fe3_10-coordinate_1.0|Fe4_8-coordinate_1.0|Fe5_11-coordinate_1.0|Fe6_cuboctahedral_0.4|Fe7_13-coordinate_1.0,0.3360000000000018,1.440543,10.0,1.0,1.0,1.0,0.4,1.0,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96,Sm1_15-coordinate_1.0|Fe1_13-coordinate_1.0|Fe2_13-coordinate_1.0|Fe3_11-coordinate_1.0|Fe4_11-coordinate_1.0|Fe5_cuboctahedral_0.5|Fe6_cuboctahedral_0.5|Fe7_2-coordinate_1.0|Fe8_12-coordinate_1.0|Fe9_13-coordinate_1.0|Fe10_10-coordinate_1.0|Fe11_15-coordinate_1.0|Fe12_14-coordinate_1.0,0.2444615384615404,2.1153634615384616,1.0,,1.0,,0.5,1.0,,1.0,,1.0,,1.0,,1.0,,1.0,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,
