,crystal_descriptions,energy_substance_pa,magmom_pa,SYMM,Sm-18-coordinate,Fe-11-coordinate,Fe-8-coordinate,Fe-cuboctahedral,Fe-13-coordinate,Fe-body-centered cubic,Fe-10-coordinate,Sm-16-coordinate,Fe-14-coordinate,Fe-9-coordinate,Fe-12-coordinate,Sm-20-coordinate,Fe-15-coordinate,Sm-2-coordinate,Fe-2-coordinate,Sm-cuboctahedral,Fe-7-coordinate,Sm-6-coordinate,Fe-1-coordinate,Sm-14-coordinate,Sm-8-coordinate,Fe-6-coordinate,Sm-17-coordinate,Sm-10-coordinate,Sm-12-coordinate,Sm-11-coordinate,Sm-octahedral,Sm-3-coordinate,Fe-single-bond,Sm-4-coordinate,Fe-hexagonal planar,Fe-3-coordinate,Fe-16-coordinate,Sm-15-coordinate,Sm-7-coordinate,Sm-5-coordinate,Fe-q6,Fe-5-coordinate,Sm-19-coordinate,Sm-linear,Fe-bent 150 degrees,Sm-13-coordinate,Sm-1-coordinate,Fe-4-coordinate,Sm-9-coordinate,Fe-linear,Fe-17-coordinate,Sm-22-coordinate,Fe-18-coordinate,Sm-body-centered cubic,Sm-bent 150 degrees,Fe-20-coordinate,Fe-square co-planar,Fe-trigonal planar
760,Sm1_3-coordinate_1.0|Fe1_13-coordinate_1.0|Fe2_11-coordinate_1.0|Fe3_9-coordinate_1.0|Fe4_14-coordinate_1.0|Fe5_2-coordinate_1.0|Fe6_8-coordinate_1.0|Fe7_13-coordinate_1.0|Fe8_10-coordinate_1.0|Fe9_1-coordinate_1.0|Fe10_12-coordinate_1.0|Fe11_10-coordinate_1.0|Fe12_10-coordinate_1.0,0.2726153846153866,2.2452812307692307,1.0,,1.0,1.0,,1.0,,1.0,,1.0,1.0,1.0,,,,1.0,,,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
761,Sm1_2-coordinate_1.0|Fe1_8-coordinate_1.0|Fe2_8-coordinate_1.0|Fe3_3-coordinate_1.0|Fe4_5-coordinate_1.0|Fe5_6-coordinate_1.0|Fe6_8-coordinate_1.0|Fe7_8-coordinate_1.0|Fe8_8-coordinate_1.0|Fe9_14-coordinate_1.0|Fe10_8-coordinate_1.0|Fe11_10-coordinate_1.0|Fe12_15-coordinate_1.0,0.3973076923076938,2.0381563076923075,1.0,,,1.0,,,,1.0,,1.0,,,,1.0,1.0,,,,,,,,1.0,,,,,,,,,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,
762,Sm1_1-coordinate_1.0|Fe1_12-coordinate_1.0|Fe2_12-coordinate_1.0|Fe3_1-coordinate_1.0|Fe4_9-coordinate_1.0|Fe5_13-coordinate_1.0|Fe6_13-coordinate_1.0|Fe7_8-coordinate_1.0|Fe8_9-coordinate_1.0|Fe9_13-coordinate_1.0|Fe10_9-coordinate_1.0|Fe11_13-coordinate_1.0|Fe12_14-coordinate_1.0,0.2860769230769248,2.213630307692308,1.0,,,1.0,,1.0,,,,1.0,1.0,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,
763,Sm1_14-coordinate_1.0|Fe1_8-coordinate_1.0|Fe2_7-coordinate_1.0|Fe3_8-coordinate_1.0|Fe4_8-coordinate_1.0|Fe5_8-coordinate_1.0|Fe6_1-coordinate_1.0,0.1959230769230789,2.181946846153846,2.0,,,1.0,,,,,,,,,,,,,,1.0,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
764,Sm1_2-coordinate_1.0|Fe1_3-coordinate_1.0|Fe2_11-coordinate_1.0|Fe3_6-coordinate_1.0|Fe4_10-coordinate_1.0|Fe5_11-coordinate_1.0|Fe6_bent 150 degrees_0.4|Fe7_11-coordinate_1.0|Fe8_9-coordinate_1.0|Fe9_14-coordinate_1.0|Fe10_13-coordinate_1.0|Fe11_14-coordinate_1.0|Fe12_14-coordinate_1.0,0.3364615384615402,2.239043230769231,1.0,,1.0,,,1.0,,1.0,,1.0,1.0,,,,1.0,,,,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,0.4,,,,,,,,,,,,,
765,Sm1_2-coordinate_1.0|Fe1_1-coordinate_1.0|Fe2_14-coordinate_1.0|Fe3_13-coordinate_1.0|Fe4_12-coordinate_1.0|Fe5_cuboctahedral_0.8|Fe6_10-coordinate_1.0|Fe7_cuboctahedral_0.8,0.2973076923076941,1.990096230769231,2.0,,,,0.8,1.0,,1.0,,1.0,,1.0,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
766,Sm1_15-coordinate_1.0|Fe1_12-coordinate_1.0|Fe2_12-coordinate_1.0|Fe3_5-coordinate_1.0|Fe4_8-coordinate_1.0|Fe5_13-coordinate_1.0|Fe6_12-coordinate_1.0|Fe7_9-coordinate_1.0|Fe8_11-coordinate_1.0|Fe9_11-coordinate_1.0|Fe10_13-coordinate_1.0|Fe11_12-coordinate_1.0|Fe12_12-coordinate_1.0,0.4132307692307703,1.5076853846153848,1.0,,1.0,1.0,,1.0,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,
767,Sm1_12-coordinate_1.0|Fe1_12-coordinate_1.0|Fe2_14-coordinate_1.0|Fe3_1-coordinate_1.0|Fe4_1-coordinate_1.0|Fe5_12-coordinate_1.0|Fe6_8-coordinate_1.0|Fe7_body-centered cubic_0.4|Fe8_11-coordinate_1.0|Fe9_11-coordinate_1.0|Fe10_8-coordinate_1.0|Fe11_7-coordinate_1.0|Fe12_13-coordinate_1.0,0.2416923076923095,2.127205384615385,1.0,,1.0,1.0,,1.0,0.4,,,1.0,,1.0,,,,,,1.0,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
768,Sm1_6-coordinate_1.0|Fe1_10-coordinate_1.0|Fe2_9-coordinate_1.0|Fe3_11-coordinate_1.0|Fe4_8-coordinate_1.0|Fe5_2-coordinate_1.0|Fe6_9-coordinate_1.0|Fe7_12-coordinate_1.0|Fe8_10-coordinate_1.0|Fe9_9-coordinate_1.0|Fe10_14-coordinate_1.0|Fe11_10-coordinate_1.0|Fe12_14-coordinate_1.0,0.3441538461538475,1.7765023846153842,1.0,,1.0,1.0,,,,1.0,,1.0,1.0,1.0,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
769,Sm1_16-coordinate_1.0|Fe1_13-coordinate_1.0|Fe2_12-coordinate_1.0|Fe3_10-coordinate_1.0|Fe4_12-coordinate_1.0|Fe5_12-coordinate_1.0|Fe6_12-coordinate_1.0|Fe7_13-coordinate_1.0|Fe8_13-coordinate_1.0|Fe9_12-coordinate_1.0|Fe10_1-coordinate_1.0|Fe11_15-coordinate_1.0|Fe12_13-coordinate_1.0,0.2189230769230783,2.079316,1.0,,,,,1.0,,1.0,1.0,,,1.0,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
770,Sm1_20-coordinate_1.0|Fe1_8-coordinate_1.0|Fe2_cuboctahedral_0.5|Fe3_12-coordinate_1.0|Fe4_12-coordinate_1.0|Fe5_13-coordinate_1.0,0.2340000000000012,1.876471615384616,42.0,,,1.0,0.5,1.0,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
771,Sm1_6-coordinate_1.0|Fe1_13-coordinate_1.0|Fe2_11-coordinate_1.0|Fe3_10-coordinate_1.0|Fe4_12-coordinate_1.0|Fe5_8-coordinate_1.0|Fe6_1-coordinate_1.0|Fe7_10-coordinate_1.0|Fe8_13-coordinate_1.0|Fe9_11-coordinate_1.0|Fe10_12-coordinate_1.0|Fe11_10-coordinate_1.0|Fe12_cuboctahedral_0.4,0.322076923076924,2.104954923076923,8.0,,1.0,1.0,0.4,1.0,,1.0,,,,1.0,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
772,Sm1_18-coordinate_1.0|Fe1_12-coordinate_1.0|Fe2_13-coordinate_1.0|Fe3_10-coordinate_1.0|Fe4_9-coordinate_1.0|Fe5_6-coordinate_1.0|Fe6_10-coordinate_1.0|Fe7_13-coordinate_1.0,0.1866153846153858,1.885292307692308,10.0,1.0,,,,1.0,,1.0,,,1.0,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
773,Sm1_19-coordinate_1.0|Fe1_14-coordinate_1.0|Fe2_10-coordinate_1.0|Fe3_12-coordinate_1.0|Fe4_13-coordinate_1.0|Fe5_cuboctahedral_0.6|Fe6_11-coordinate_1.0|Fe7_15-coordinate_1.0|Fe8_14-coordinate_1.0,0.2638461538461554,1.786738076923077,38.0,,1.0,,0.6,1.0,,1.0,,1.0,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,
774,Sm1_16-coordinate_1.0|Fe1_13-coordinate_1.0|Fe2_1-coordinate_1.0|Fe3_8-coordinate_1.0|Fe4_7-coordinate_1.0|Fe5_7-coordinate_1.0|Fe6_10-coordinate_1.0|Fe7_8-coordinate_1.0|Fe8_body-centered cubic_0.5|Fe9_13-coordinate_1.0|Fe10_12-coordinate_1.0|Fe11_7-coordinate_1.0|Fe12_12-coordinate_1.0,0.2480000000000013,2.0221303846153846,8.0,,,1.0,,1.0,0.5,1.0,1.0,,,1.0,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
775,Sm1_2-coordinate_1.0|Fe1_12-coordinate_1.0|Fe2_8-coordinate_1.0|Fe3_4-coordinate_1.0|Fe4_8-coordinate_1.0|Fe5_11-coordinate_1.0|Fe6_10-coordinate_1.0|Fe7_11-coordinate_1.0|Fe8_10-coordinate_1.0|Fe9_9-coordinate_1.0|Fe10_11-coordinate_1.0|Fe11_13-coordinate_1.0|Fe12_11-coordinate_1.0,0.3456153846153864,1.4146266923076922,1.0,,1.0,1.0,,1.0,,1.0,,,1.0,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,
776,Sm1_18-coordinate_1.0|Fe1_10-coordinate_1.0|Fe2_15-coordinate_1.0|Fe3_9-coordinate_1.0|Fe4_cuboctahedral_0.6|Fe5_cuboctahedral_0.6|Fe6_10-coordinate_1.0|Fe7_cuboctahedral_0.5|Fe8_12-coordinate_1.0|Fe9_8-coordinate_1.0|Fe10_12-coordinate_1.0|Fe11_15-coordinate_1.0,0.2320000000000015,2.1007876923076925,6.0,1.0,,1.0,0.5,,,1.0,,,1.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
777,Sm1_13-coordinate_1.0|Fe1_14-coordinate_1.0|Fe2_11-coordinate_1.0|Fe3_3-coordinate_1.0|Fe4_10-coordinate_1.0|Fe5_11-coordinate_1.0|Fe6_11-coordinate_1.0|Fe7_q6_0.5|Fe8_10-coordinate_1.0|Fe9_13-coordinate_1.0|Fe10_13-coordinate_1.0,0.2993846153846172,1.4549309230769227,38.0,,1.0,,,1.0,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,0.5,,,,,1.0,,,,,,,,,,,,
778,Sm1_13-coordinate_1.0|Fe1_1-coordinate_1.0|Fe2_12-coordinate_1.0|Fe3_10-coordinate_1.0|Fe4_11-coordinate_1.0|Fe5_12-coordinate_1.0|Fe6_10-coordinate_1.0|Fe7_13-coordinate_1.0|Fe8_12-coordinate_1.0|Fe9_13-coordinate_1.0|Fe10_12-coordinate_1.0|Fe11_13-coordinate_1.0|Fe12_9-coordinate_1.0,0.2945384615384632,2.015204923076923,1.0,,1.0,,,1.0,,1.0,,,1.0,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,
779,Sm1_5-coordinate_1.0|Fe1_12-coordinate_1.0|Fe2_12-coordinate_1.0|Fe3_8-coordinate_1.0|Fe4_10-coordinate_1.0|Fe5_8-coordinate_1.0|Fe6_9-coordinate_1.0|Fe7_9-coordinate_1.0|Fe8_7-coordinate_1.0|Fe9_6-coordinate_1.0|Fe10_11-coordinate_1.0|Fe11_9-coordinate_1.0|Fe12_10-coordinate_1.0,0.264692307692309,1.905481846153846,1.0,,1.0,1.0,,,,1.0,,,1.0,1.0,,,,,,1.0,,,,,1.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,
780,Sm1_8-coordinate_1.0|Fe1_11-coordinate_1.0|Fe2_13-coordinate_1.0|Fe3_12-coordinate_1.0|Fe4_13-coordinate_1.0|Fe5_13-coordinate_1.0|Fe6_11-coordinate_1.0|Fe7_13-coordinate_1.0|Fe8_12-coordinate_1.0|Fe9_11-coordinate_1.0|Fe10_13-coordinate_1.0|Fe11_10-coordinate_1.0|Fe12_2-coordinate_1.0,0.2573076923076933,1.99974,2.0,,1.0,,,1.0,,1.0,,,,1.0,,,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
781,Sm1_2-coordinate_1.0|Fe1_11-coordinate_1.0|Fe2_12-coordinate_1.0|Fe3_11-coordinate_1.0|Fe4_12-coordinate_1.0|Fe5_10-coordinate_1.0|Fe6_11-coordinate_1.0|Fe7_10-coordinate_1.0|Fe8_2-coordinate_1.0|Fe9_11-coordinate_1.0|Fe10_11-coordinate_1.0|Fe11_11-coordinate_1.0|Fe12_13-coordinate_1.0,0.3953076923076942,1.2487696923076923,1.0,,1.0,,,1.0,,1.0,,,,1.0,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
782,Sm1_18-coordinate_1.0|Fe1_11-coordinate_1.0|Fe2_cuboctahedral_0.5|Fe3_cuboctahedral_0.5|Fe4_14-coordinate_1.0|Fe5_11-coordinate_1.0|Fe6_11-coordinate_1.0|Fe7_13-coordinate_1.0|Fe8_cuboctahedral_0.5,0.224846153846155,2.036687153846154,8.0,1.0,1.0,,0.5,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
783,Sm1_16-coordinate_1.0|Fe1_10-coordinate_1.0|Fe2_12-coordinate_1.0|Fe3_1-coordinate_1.0|Fe4_cuboctahedral_0.6|Fe5_cuboctahedral_0.5|Fe6_cuboctahedral_0.5|Fe7_cuboctahedral_0.6|Fe8_9-coordinate_1.0|Fe9_11-coordinate_1.0|Fe10_8-coordinate_1.0|Fe11_4-coordinate_1.0|Fe12_16-coordinate_1.0,0.2798461538461553,1.8251653846153848,1.0,,1.0,1.0,0.6,,,1.0,1.0,,1.0,1.0,,,,,,,,1.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,1.0,,,,,,,,,,
784,Sm1_12-coordinate_1.0|Fe1_13-coordinate_1.0|Fe2_1-coordinate_1.0|Fe3_12-coordinate_1.0|Fe4_2-coordinate_1.0|Fe5_13-coordinate_1.0|Fe6_11-coordinate_1.0,0.2863846153846164,2.171482692307692,2.0,,1.0,,,1.0,,,,,,1.0,,,,1.0,,,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
785,Sm1_8-coordinate_1.0|Fe1_14-coordinate_1.0|Fe2_1-coordinate_1.0|Fe3_cuboctahedral_0.5|Fe3_cuboctahedral_0.5|Fe4_single-bond_0.5|Fe5_13-coordinate_1.0|Fe6_12-coordinate_1.0,0.2655384615384625,2.1107178461538463,2.0,,,,0.5,1.0,,,,1.0,,1.0,,,,,,,,1.0,,1.0,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,
786,Sm1_4-coordinate_1.0|Fe1_11-coordinate_1.0|Fe2_11-coordinate_1.0|Fe3_11-coordinate_1.0|Fe4_9-coordinate_1.0|Fe5_10-coordinate_1.0|Fe6_9-coordinate_1.0,0.2700769230769249,1.7916886153846154,5.0,,1.0,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
787,Sm1_16-coordinate_1.0|Fe1_11-coordinate_1.0|Fe2_10-coordinate_1.0|Fe3_12-coordinate_1.0|Fe4_10-coordinate_1.0|Fe5_11-coordinate_1.0|Fe6_10-coordinate_1.0|Fe7_11-coordinate_1.0|Fe8_13-coordinate_1.0|Fe9_14-coordinate_1.0|Fe10_10-coordinate_1.0|Fe11_13-coordinate_1.0|Fe12_14-coordinate_1.0,0.2700000000000014,2.1082127692307693,1.0,,1.0,,,1.0,,1.0,1.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
788,Sm1_6-coordinate_1.0|Fe1_1-coordinate_1.0|Fe2_11-coordinate_1.0|Fe3_8-coordinate_1.0|Fe4_8-coordinate_1.0|Fe5_10-coordinate_1.0|Fe6_2-coordinate_1.0|Fe7_9-coordinate_1.0|Fe8_1-coordinate_1.0|Fe9_9-coordinate_1.0|Fe10_12-coordinate_1.0|Fe11_10-coordinate_1.0|Fe12_11-coordinate_1.0,0.2776153846153864,2.1217075384615387,1.0,,1.0,1.0,,,,1.0,,,1.0,1.0,,,,1.0,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
789,Sm1_16-coordinate_1.0|Fe1_8-coordinate_1.0|Fe2_12-coordinate_1.0|Fe3_10-coordinate_1.0|Fe4_8-coordinate_1.0|Fe5_8-coordinate_1.0,0.1283076923076939,1.7783970769230768,12.0,,,1.0,,,,1.0,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
790,Sm1_10-coordinate_1.0|Fe1_1-coordinate_1.0|Fe2_1-coordinate_1.0|Fe3_12-coordinate_1.0|Fe4_13-coordinate_1.0|Fe5_12-coordinate_1.0|Fe6_cuboctahedral_0.6|Fe7_cuboctahedral_0.7,0.2789230769230784,2.133473846153846,2.0,,,,0.7,1.0,,,,,,1.0,,,,,,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
791,Sm1_16-coordinate_1.0|Fe1_10-coordinate_1.0|Fe2_10-coordinate_1.0|Fe3_10-coordinate_1.0|Fe4_10-coordinate_1.0|Fe5_9-coordinate_1.0|Fe6_9-coordinate_1.0|Fe7_7-coordinate_1.0|Fe8_9-coordinate_1.0|Fe9_9-coordinate_1.0|Fe10_9-coordinate_1.0|Fe11_10-coordinate_1.0|Fe12_10-coordinate_1.0,0.2081538461538475,1.782883846153846,10.0,,,,,,,1.0,1.0,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
792,Sm1_5-coordinate_1.0|Fe1_13-coordinate_1.0|Fe2_11-coordinate_1.0|Fe3_6-coordinate_1.0|Fe4_9-coordinate_1.0|Fe5_11-coordinate_1.0|Fe6_11-coordinate_1.0|Fe7_11-coordinate_1.0|Fe8_6-coordinate_1.0|Fe9_13-coordinate_1.0|Fe10_12-coordinate_1.0|Fe11_12-coordinate_1.0|Fe12_10-coordinate_1.0,0.3253076923076933,1.645527692307692,1.0,,1.0,,,1.0,,1.0,,,1.0,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,
793,Sm1_2-coordinate_1.0|Fe1_9-coordinate_1.0|Fe2_2-coordinate_1.0|Fe3_7-coordinate_1.0|Fe4_8-coordinate_1.0|Fe5_13-coordinate_1.0|Fe6_8-coordinate_1.0|Fe7_body-centered cubic_0.4|Fe8_body-centered cubic_0.4|Fe9_body-centered cubic_0.4|Fe10_14-coordinate_1.0|Fe11_body-centered cubic_0.4|Fe12_14-coordinate_1.0,0.2652307692307709,1.911416769230769,1.0,,,1.0,,1.0,0.4,,,1.0,1.0,,,,1.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
794,Sm1_13-coordinate_1.0|Fe1_11-coordinate_1.0|Fe2_11-coordinate_1.0|Fe3_10-coordinate_1.0|Fe4_8-coordinate_1.0|Fe5_4-coordinate_1.0|Fe6_9-coordinate_1.0|Fe7_6-coordinate_1.0|Fe8_14-coordinate_1.0|Fe9_14-coordinate_1.0|Fe10_13-coordinate_1.0|Fe11_1-coordinate_1.0|Fe12_9-coordinate_1.0,0.2952307692307709,2.026192,1.0,,1.0,1.0,,1.0,,1.0,,1.0,1.0,,,,,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,1.0,,1.0,,,,,,,,,,
795,Sm1_6-coordinate_1.0|Fe1_14-coordinate_1.0|Fe2_13-coordinate_1.0|Fe3_11-coordinate_1.0|Fe4_10-coordinate_1.0|Fe5_11-coordinate_1.0|Fe6_9-coordinate_1.0|Fe7_2-coordinate_1.0|Fe8_2-coordinate_1.0|Fe9_11-coordinate_1.0|Fe10_11-coordinate_1.0|Fe11_13-coordinate_1.0|Fe12_13-coordinate_1.0,0.2790769230769241,2.0825976923076923,2.0,,1.0,,,1.0,,1.0,,1.0,1.0,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
796,Sm1_6-coordinate_1.0|Fe1_10-coordinate_1.0|Fe2_13-coordinate_1.0|Fe3_11-coordinate_1.0|Fe4_9-coordinate_1.0|Fe5_7-coordinate_1.0|Fe6_11-coordinate_1.0|Fe7_11-coordinate_1.0|Fe8_12-coordinate_1.0|Fe9_2-coordinate_1.0|Fe10_15-coordinate_1.0|Fe11_14-coordinate_1.0|Fe12_11-coordinate_1.0,0.315923076923078,1.96608,1.0,,1.0,,,1.0,,1.0,,1.0,1.0,1.0,,1.0,,1.0,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
797,Sm1_14-coordinate_1.0|Fe1_12-coordinate_1.0|Fe2_1-coordinate_1.0|Fe3_body-centered cubic_0.4|Fe4_14-coordinate_1.0|Fe5_10-coordinate_1.0|Fe6_12-coordinate_1.0|Fe7_8-coordinate_1.0|Fe8_body-centered cubic_0.6|Fe9_10-coordinate_1.0|Fe10_9-coordinate_1.0|Fe11_8-coordinate_1.0|Fe12_body-centered cubic_0.5,0.2403076923076941,1.9372833846153847,1.0,,,1.0,,,0.5,1.0,,1.0,1.0,1.0,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
798,Sm1_4-coordinate_1.0|Fe1_14-coordinate_1.0|Fe2_6-coordinate_1.0|Fe3_8-coordinate_1.0|Fe4_8-coordinate_1.0|Fe5_8-coordinate_1.0|Fe6_8-coordinate_1.0,0.2348461538461558,2.0399413846153847,2.0,,,1.0,,,,,,1.0,,,,,,,,,,,,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
799,Sm1_cuboctahedral_0.5|Fe1_8-coordinate_1.0|Fe2_12-coordinate_1.0|Fe3_8-coordinate_1.0|Fe4_8-coordinate_1.0|Fe5_8-coordinate_1.0|Fe6_8-coordinate_1.0,0.1910769230769248,2.074260461538462,2.0,,,1.0,,,,,,,,1.0,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
800,Sm1_9-coordinate_1.0|Fe1_12-coordinate_1.0|Fe2_8-coordinate_1.0|Fe3_14-coordinate_1.0|Fe4_13-coordinate_1.0|Fe5_8-coordinate_1.0|Fe6_8-coordinate_1.0|Fe7_8-coordinate_1.0|Fe8_8-coordinate_1.0|Fe9_1-coordinate_1.0|Fe10_8-coordinate_1.0|Fe11_8-coordinate_1.0|Fe12_13-coordinate_1.0,0.2483846153846164,2.0762709230769234,1.0,,,1.0,,1.0,,,,1.0,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,
801,Sm1_2-coordinate_1.0|Fe1_1-coordinate_1.0|Fe2_1-coordinate_1.0|Fe3_12-coordinate_1.0|Fe4_12-coordinate_1.0|Fe5_8-coordinate_1.0|Fe6_11-coordinate_1.0|Fe7_12-coordinate_1.0|Fe8_9-coordinate_1.0|Fe9_12-coordinate_1.0|Fe10_8-coordinate_1.0|Fe11_11-coordinate_1.0|Fe12_10-coordinate_1.0,0.3489230769230781,2.116315384615385,1.0,,1.0,1.0,,,,1.0,,,1.0,1.0,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
802,Sm1_16-coordinate_1.0|Fe1_body-centered cubic_0.6|Fe2_body-centered cubic_0.4|Fe3_9-coordinate_1.0|Fe4_8-coordinate_1.0|Fe5_body-centered cubic_0.6,0.0948461538461552,1.7619840000000002,139.0,,,1.0,,,0.6,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
803,Sm1_20-coordinate_1.0|Fe3_cuboctahedral_0.4|Fe1_14-coordinate_1.0|Fe2_cuboctahedral_0.7,0.0704615384615404,1.9904855384615383,139.0,,,,0.7,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
804,Sm1_cuboctahedral_0.9|Fe1_8-coordinate_1.0|Fe2_9-coordinate_1.0|Fe3_8-coordinate_1.0|Fe4_9-coordinate_1.0|Fe5_body-centered cubic_0.4|Fe6_body-centered cubic_0.5,0.1693846153846163,2.1493806923076924,12.0,,,1.0,,,0.5,,,,1.0,,,,,,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
805,Sm1_1-coordinate_1.0|Fe1_12-coordinate_1.0|Fe2_11-coordinate_1.0|Fe3_11-coordinate_1.0|Fe4_8-coordinate_1.0|Fe5_11-coordinate_1.0|Fe6_11-coordinate_1.0|Fe7_11-coordinate_1.0|Fe8_12-coordinate_1.0|Fe9_10-coordinate_1.0|Fe10_10-coordinate_1.0|Fe11_13-coordinate_1.0|Fe12_10-coordinate_1.0,0.3142307692307709,1.940863846153846,1.0,,1.0,1.0,,1.0,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,
806,Sm1_18-coordinate_1.0|Fe1_12-coordinate_1.0|Fe2_11-coordinate_1.0|Fe3_13-coordinate_1.0|Fe4_cuboctahedral_0.8|Fe5_cuboctahedral_0.7|Fe6_11-coordinate_1.0|Fe7_13-coordinate_1.0,0.1752307692307707,2.1416946153846155,2.0,1.0,1.0,,0.7,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
807,Sm1_8-coordinate_1.0|Fe1_9-coordinate_1.0|Fe2_10-coordinate_1.0|Fe3_8-coordinate_1.0|Fe4_8-coordinate_1.0|Fe5_12-coordinate_1.0|Fe6_14-coordinate_1.0,0.180692307692309,2.140413307692308,71.0,,,1.0,,,,1.0,,1.0,1.0,1.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
808,Sm1_cuboctahedral_0.7|Fe1_13-coordinate_1.0|Fe2_body-centered cubic_0.4|Fe3_1-coordinate_1.0|Fe4_8-coordinate_1.0|Fe5_9-coordinate_1.0|Fe6_body-centered cubic_0.4,0.1848461538461553,2.163236923076924,12.0,,,1.0,,1.0,0.4,,,,1.0,,,,,,0.7,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
809,Sm1_14-coordinate_1.0|Fe1_2-coordinate_1.0|Fe2_8-coordinate_1.0|Fe3_8-coordinate_1.0|Fe4_8-coordinate_1.0|Fe5_8-coordinate_1.0|Fe6_1-coordinate_1.0,0.1946153846153858,2.160663923076924,2.0,,,1.0,,,,,,,,,,,,1.0,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
