ID,Gen,Origin,CompositionSm,CompositionFe,Enthalpy,Volume,Density,Mag_moment,KPOINTS1,KPOINTS2,KPOINTS3,SYMM,Q_entr,A_order,S_order,magmom,magmom_pv,magmom_pa,energy_substance_pa
649,5,keptBest,1,12,-101.904,170.187,8.006,-0.166,4,4,2,191,0.162,3.565,2.8569999999999998,28.251042,0.166,2.173157076923077,0.17023076923077093
650,5,keptBest,1,12,-101.65,163.409,8.338,-0.171,3,4,2,2,0.131,2.8360000000000003,2.441,27.942939,0.171,2.149456846153846,0.18976923076923177
651,5,keptBest,1,12,-102.81,166.773,8.17,-0.13699999999999998,4,4,2,69,0.14800000000000002,3.198,2.636,22.847901,0.137,1.7575308461538461,0.1005384615384628
652,5,keptBest,1,12,-102.694,169.862,8.021,-0.139,4,4,2,10,0.138,2.975,2.515,23.610818000000002,0.139,1.8162167692307694,0.10946153846153969
653,5,softmutate,1,12,-101.336,165.218,8.247,-0.16899999999999998,4,2,3,2,0.146,2.471,2.082,27.921842,0.169,2.147834,0.21392307692307846
654,5,keptBest,1,12,-102.42299999999999,167.016,8.158,-0.14300000000000002,4,4,2,65,0.147,2.986,2.4819999999999998,23.883287999999997,0.143,1.8371759999999997,0.1303076923076947
655,5,keptBest,1,12,-102.238,163.101,8.354,-0.14400000000000002,4,4,2,65,0.153,3.0669999999999997,2.5180000000000002,23.486544,0.144,1.8066572307692306,0.144538461538463
656,5,keptBest,1,12,-101.82700000000001,169.582,8.033999999999999,-0.147,2,3,4,2,0.161,2.452,2.0,24.928554,0.147,1.9175810769230768,0.17615384615384663
657,5,keptBest,1,12,-101.796,165.408,8.237,-0.162,4,4,2,12,0.17300000000000001,3.455,2.735,26.796096,0.162,2.061238153846154,0.17853846153846248
658,5,softmutate,1,12,-101.76799999999999,166.61900000000003,8.177,-0.16699999999999998,4,5,1,71,0.171,3.1210000000000004,2.439,27.825373000000006,0.167,2.140413307692308,0.18069230769231018
659,5,softmutate,1,12,-101.714,165.424,8.236,-0.17,2,4,3,12,0.182,2.807,2.195,28.122080000000004,0.17,2.1632369230769233,0.18484615384615538
660,5,softmutate,1,12,-101.89399999999999,163.174,8.35,-0.16,5,4,1,2,0.07,3.221,3.016,26.107840000000003,0.16,2.008295384615385,0.1710000000000021
661,5,softmutate,1,12,-99.93299999999999,164.157,8.3,-0.162,4,4,2,12,0.19899999999999998,2.557,1.919,26.593434000000002,0.162,2.045648769230769,0.32184615384615584
662,5,softmutate,1,12,-102.69,161.023,8.461,-0.141,4,4,2,123,0.139,3.555,2.9819999999999998,22.704242999999998,0.141,1.7464802307692306,0.10976923076923238
663,5,softmutate,1,12,-100.541,165.13299999999998,8.251,-0.163,3,3,3,2,0.203,2.362,1.758,26.916679,0.163,2.070513769230769,0.2750769230769248
664,5,softmutate,1,12,-100.292,164.752,8.27,-0.168,3,5,1,1,0.171,2.344,1.899,27.678336,0.168,2.1291027692307694,0.2942307692307705
665,5,Seeds,1,12,-99.93799999999999,165.71900000000002,8.222000000000001,-0.153,3,3,3,1,0.21600000000000003,2.151,1.564,25.355007000000004,0.153,1.950385153846154,0.3214615384615408
666,5,Seeds,1,12,-100.55,171.495,7.945,-0.151,3,3,3,1,0.204,2.314,1.726,25.895745,0.151,1.9919803846153847,0.27438461538461706
667,5,Seeds,1,12,-101.3,165.084,8.253,-0.162,3,3,2,8,0.18899999999999997,2.6289999999999996,2.05,26.743608000000002,0.162,2.0572006153846156,0.21669230769230935
668,5,Seeds,1,12,-101.238,169.041,8.06,-0.168,3,3,2,8,0.207,2.5380000000000003,1.8969999999999998,28.398888,0.168,2.184529846153846,0.22146153846153993
669,5,Seeds,1,12,-100.494,168.041,8.107999999999999,-0.162,4,2,2,1,0.20199999999999999,2.129,1.608,27.222642,0.162,2.0940493846153845,0.2786923076923091
670,5,Seeds,1,12,-101.243,172.82299999999998,7.8839999999999995,-0.168,4,4,2,2,0.136,2.668,2.289,29.034263999999997,0.168,2.2334049230769226,0.2210769230769249
671,5,Seeds,1,12,-100.757,165.10299999999998,8.252,-0.156,3,3,2,1,0.205,2.278,1.723,25.756067999999996,0.156,1.9812359999999996,0.2584615384615395
672,5,Seeds,1,12,-100.62799999999999,159.64600000000002,8.533999999999999,-0.166,3,3,3,1,0.19399999999999998,2.295,1.7619999999999998,26.501236000000002,0.166,2.0385566153846155,0.2683846153846179
673,5,Seeds,1,12,-101.64200000000001,163.341,8.341000000000001,-0.16399999999999998,3,3,3,2,0.17,2.388,1.919,26.787924000000004,0.164,2.060609538461539,0.19038461538461604
674,5,Seeds,1,12,-101.315,165.146,8.25,-0.162,3,3,2,8,0.19399999999999998,2.609,1.999,26.753652,0.162,2.057973230769231,0.21553846153846315
675,5,Seeds,1,12,-100.544,178.29,7.642,-0.154,3,3,2,1,0.182,2.346,1.834,27.45666,0.154,2.1120507692307693,0.2748461538461555
676,5,Seeds,1,12,-100.823,163.839,8.316,-0.152,4,4,2,1,0.205,2.548,1.93,24.903527999999998,0.152,1.9156559999999998,0.2533846153846173
677,5,Seeds,1,12,-100.948,163.93200000000002,8.311,-0.16699999999999998,4,3,2,1,0.191,2.25,1.742,27.376644000000006,0.167,2.105895692307693,0.2437692307692327
678,5,Seeds,1,12,-100.80799999999999,170.48,7.992000000000001,-0.16,3,4,2,2,0.17600000000000002,2.4859999999999998,1.963,27.276799999999998,0.16,2.0982153846153846,0.25453846153846355
679,5,Seeds,1,12,-99.179,166.533,8.181000000000001,-0.136,3,3,2,1,0.228,2.198,1.54,22.648488,0.136,1.7421913846153847,0.3798461538461551
680,5,Seeds,1,12,-100.03200000000001,156.97299999999998,8.68,-0.171,4,3,2,2,0.156,2.306,1.905,26.842382999999998,0.171,2.064798692307692,0.31423076923076987
681,5,Seeds,1,12,-100.227,165.615,8.227,-0.161,3,3,3,1,0.198,2.265,1.7169999999999999,26.664015000000003,0.161,2.051078076923077,0.29923076923077035
682,5,Seeds,1,12,-101.046,166.028,8.206,-0.168,3,3,3,1,0.196,2.378,1.817,27.892704000000002,0.168,2.1455926153846154,0.23623076923077016
683,5,Seeds,1,12,-101.155,167.062,8.155,-0.165,3,4,2,1,0.14300000000000002,2.69,2.247,27.565230000000003,0.165,2.120402307692308,0.2278461538461552
684,5,Seeds,1,12,-103.20100000000001,168.028,8.109,-0.154,4,3,3,139,0.146,3.19,2.679,25.876312,0.154,1.9904855384615383,0.07046153846153931
685,5,Seeds,1,12,-100.274,166.55900000000003,8.18,-0.156,3,3,2,1,0.17300000000000001,2.483,1.9680000000000002,25.983204000000004,0.156,1.9987080000000004,0.295615384615386
686,5,Seeds,1,12,-101.11,165.796,8.218,-0.153,4,4,2,8,0.19699999999999998,2.637,2.036,25.366788,0.153,1.9512913846153845,0.2313076923076938
687,5,Seeds,1,12,-100.945,166.817,8.167,-0.158,4,4,2,8,0.16399999999999998,2.9410000000000003,2.365,26.357086000000002,0.158,2.027468153846154,0.24400000000000197
688,5,Seeds,1,12,-103.198,170.502,7.9910000000000005,-0.155,4,3,3,139,0.149,3.303,2.766,26.42781,0.155,2.0329084615384616,0.07069230769230964
689,5,Seeds,1,12,-103.20100000000001,168.78099999999998,8.072000000000001,-0.153,4,3,3,139,0.154,3.167,2.628,25.823492999999996,0.153,1.9864225384615382,0.07046153846153931
690,5,Seeds,1,12,-100.79700000000001,166.408,8.187999999999999,-0.159,3,3,2,1,0.20800000000000002,2.253,1.695,26.458872,0.159,2.035297846153846,0.25538461538461593
691,5,Seeds,1,12,-100.735,169.56099999999998,8.035,-0.14400000000000002,4,3,2,12,0.122,2.575,2.253,24.416783999999996,0.144,1.8782141538461536,0.2601538461538476
692,5,Seeds,1,12,-101.839,170.81,7.977,-0.163,3,3,3,2,0.174,2.383,1.902,27.84203,0.163,2.1416946153846155,0.17523076923077077
693,5,Seeds,1,12,-99.70299999999999,167.97099999999998,8.111,-0.14800000000000002,4,4,2,8,0.20800000000000002,2.537,1.871,24.859707999999994,0.148,1.9122852307692304,0.33953846153846384
694,5,Seeds,1,12,-101.01,165.11,8.252,-0.16899999999999998,4,3,2,1,0.191,2.3480000000000003,1.817,27.903590000000005,0.169,2.1464300000000005,0.23900000000000104
695,5,Seeds,1,12,-100.704,168.91299999999998,8.066,-0.163,4,3,2,2,0.201,2.258,1.681,27.532819,0.163,2.1179091538461536,0.2625384615384635
696,5,Seeds,1,12,-101.37200000000001,167.826,8.118,-0.162,3,3,2,1,0.188,2.548,2.004,27.187812,0.162,2.091370153846154,0.2111538461538465
697,5,Seeds,1,12,-100.73700000000001,166.005,8.207,-0.168,3,4,2,1,0.193,2.293,1.761,27.888840000000002,0.168,2.145295384615385,0.26000000000000073
698,5,Seeds,1,12,-103.17399999999999,165.396,8.238,-0.153,4,3,3,139,0.151,3.113,2.596,25.305587999999997,0.153,1.946583692307692,0.07253846153846356
699,5,Seeds,1,12,-100.03299999999999,168.02200000000002,8.109,-0.16,3,3,2,1,0.174,2.761,2.181,26.883520000000004,0.16,2.0679630769230775,0.31415384615384856
700,5,Seeds,1,12,-100.19,186.717,7.297000000000001,-0.166,3,3,2,1,0.193,2.497,1.905,30.995022000000002,0.166,2.3842324615384616,0.3020769230769247
701,5,Seeds,1,12,-100.87700000000001,167.08,8.155,-0.16,3,3,3,2,0.171,2.281,1.828,26.7328,0.16,2.056369230769231,0.24923076923076992
702,5,Seeds,1,12,-100.26100000000001,168.08599999999998,8.106,-0.165,3,4,2,1,0.221,2.2640000000000002,1.629,27.734189999999998,0.165,2.1333992307692307,0.2966153846153853
703,6,Heredity,1,12,-101.085,168.06099999999998,8.107000000000001,-0.145,3,3,3,5,0.187,2.327,1.804,24.368844999999997,0.145,1.8745265384615382,0.23323076923077116
704,6,Heredity,1,12,-101.762,166.794,8.169,-0.163,3,3,3,2,0.168,2.383,1.926,27.187422,0.163,2.091340153846154,0.18115384615384755
705,6,Heredity,1,12,-103.18799999999999,166.15,8.2,-0.154,4,3,3,139,0.15,3.042,2.537,25.5871,0.154,1.9682384615384616,0.07146153846154081
706,6,Heredity,1,12,-99.814,163.386,8.339,-0.14800000000000002,4,3,2,1,0.205,2.478,1.829,24.181127999999998,0.148,1.860086769230769,0.33100000000000196
707,6,Heredity,1,12,-101.74,171.308,7.952999999999999,-0.161,3,4,2,2,0.149,2.614,2.1830000000000003,27.580588,0.161,2.1215836923076923,0.18284615384615568
708,6,Heredity,1,12,-100.59700000000001,172.283,7.9079999999999995,-0.16,3,4,2,1,0.21600000000000003,2.4459999999999997,1.77,27.565279999999998,0.16,2.1204061538461536,0.27076923076923154
709,6,Heredity,1,12,-100.179,172.35299999999998,7.905,-0.155,3,3,2,1,0.153,2.63,2.202,26.714714999999998,0.155,2.054978076923077,0.3029230769230782
710,6,Heredity,1,12,-101.561,162.766,8.371,-0.161,3,4,2,8,0.2,2.676,2.025,26.205326,0.161,2.0157943076923077,0.1966153846153855
711,6,Heredity,1,12,-100.553,176.019,7.74,-0.16,3,3,2,1,0.21600000000000003,2.279,1.651,28.163040000000002,0.16,2.1663876923076923,0.2741538461538478
712,6,Heredity,1,12,-103.103,162.139,8.402999999999999,-0.15,4,3,3,139,0.162,3.068,2.524,24.32085,0.15,1.8708346153846154,0.07800000000000186
713,6,Heredity,1,12,-101.111,164.785,8.267999999999999,-0.171,3,3,3,1,0.19899999999999998,2.239,1.706,28.178235,0.171,2.1675565384615387,0.23123076923077035
714,6,Heredity,1,12,-100.65,176.69400000000002,7.711,-0.165,3,4,2,1,0.198,2.178,1.661,29.154510000000005,0.165,2.2426546153846156,0.26669230769230867
715,6,Heredity,1,12,-100.397,166.342,8.191,-0.155,2,3,3,1,0.209,2.2880000000000003,1.699,25.78301,0.155,1.9833084615384615,0.28615384615384715
716,6,Heredity,1,12,-100.774,168.222,8.099,-0.168,4,4,2,1,0.187,2.5,1.9380000000000002,28.261296,0.168,2.1739458461538463,0.2571538461538475
717,6,Heredity,1,12,-100.98200000000001,169.107,8.057,-0.16699999999999998,3,4,2,1,0.184,2.2359999999999998,1.75,28.240869,0.167,2.1723745384615385,0.24115384615384655
718,6,Heredity,1,12,-100.654,161.056,8.46,-0.146,2,3,3,1,0.19399999999999998,2.229,1.706,23.514176,0.146,1.8087827692307692,0.2663846153846171
719,6,Heredity,1,12,-100.2,163.653,8.325,-0.159,3,3,3,1,0.196,2.296,1.7409999999999999,26.020827,0.159,2.001602076923077,0.3013076923076935
720,6,Heredity,1,12,-101.76899999999999,164.572,8.279,-0.15,4,3,2,10,0.168,2.8480000000000003,2.286,24.6858,0.15,1.8989076923076924,0.18061538461538673
721,6,Heredity,1,12,-100.91,180.764,7.537000000000001,-0.162,3,3,2,1,0.20600000000000002,2.269,1.68,29.283768000000002,0.162,2.2525975384615387,0.24669230769230938
722,6,Heredity,1,12,-100.265,167.675,8.126,-0.163,3,4,2,1,0.195,2.338,1.775,27.331025000000004,0.163,2.1023865384615386,0.2963076923076937
723,6,Heredity,1,12,-101.697,165.30599999999998,8.242,-0.156,2,4,3,12,0.192,2.676,2.055,25.787736,0.156,1.9836719999999999,0.1861538461538474
724,6,Heredity,1,12,-102.72399999999999,169.801,8.024,-0.135,4,4,2,12,0.139,3.013,2.532,22.923135,0.135,1.7633180769230767,0.10715384615384839
725,6,Heredity,1,12,-101.586,160.19,8.505,-0.14800000000000002,4,4,2,191,0.175,3.534,2.747,23.708119999999997,0.148,1.8237015384615383,0.19469230769230925
726,6,Heredity,1,12,-99.84700000000001,173.102,7.871,-0.151,3,4,2,1,0.191,2.26,1.746,26.138402,0.151,2.0106463076923076,0.32846153846153925
727,6,Heredity,1,12,-99.396,158.115,8.617,-0.156,3,3,3,1,0.198,2.073,1.575,24.665940000000003,0.156,1.8973800000000003,0.36315384615384755
728,6,Heredity,1,12,-99.897,160.382,8.495,-0.127,2,4,3,1,0.175,2.3930000000000002,1.9080000000000001,20.368514,0.127,1.5668087692307693,0.32461538461538564
729,6,Heredity,1,12,-101.06299999999999,166.484,8.184,-0.16699999999999998,4,3,2,1,0.182,2.329,1.8319999999999999,27.802828,0.167,2.138679076923077,0.23492307692307926
730,6,Heredity,1,12,-100.277,174.72099999999998,7.797999999999999,-0.16,3,4,2,1,0.21,2.394,1.7619999999999998,27.955359999999995,0.16,2.1504123076923074,0.29538461538461674
731,6,RandTop,1,12,-100.67200000000001,168.78400000000002,8.072000000000001,-0.16399999999999998,3,3,3,1,0.19,2.286,1.767,27.680576000000006,0.164,2.1292750769230775,0.26500000000000057
732,6,RandTop,1,12,-101.309,168.456,8.088,-0.162,3,3,3,8,0.18600000000000003,2.408,1.871,27.289872,0.162,2.099220923076923,0.21600000000000164
733,6,RandTop,1,12,-100.499,169.52,8.037,-0.136,2,4,3,1,0.185,2.414,1.879,23.054720000000003,0.136,1.7734400000000003,0.2783076923076941
734,6,RandTop,1,12,-101.01700000000001,157.082,8.674,-0.163,3,3,2,38,0.228,2.884,1.996,25.604366,0.163,1.9695666153846152,0.2384615384615391
735,6,RandTop,1,12,-100.706,168.382,8.092,-0.16899999999999998,3,2,3,1,0.207,2.278,1.699,28.456558,0.169,2.188966,0.2623846153846166
736,6,RandTop,1,12,-100.241,164.77700000000002,8.269,-0.10800000000000001,1,4,4,1,0.11199999999999999,3.173,2.824,17.795916000000002,0.108,1.3689166153846155,0.2981538461538476
737,6,RandTop,1,12,-100.075,150.471,9.055,-0.055,2,4,3,2,0.174,2.526,2.0180000000000002,8.275905,0.055,0.6366080769230769,0.31092307692307813
738,6,RandTop,1,12,-100.646,172.44400000000002,7.901,-0.153,4,2,3,1,0.205,2.298,1.7169999999999999,26.383932,0.153,2.029533230769231,0.26700000000000135
739,6,RandTop,1,12,-100.975,166.861,8.165,-0.163,4,2,3,1,0.188,2.207,1.713,27.198342999999998,0.163,2.0921802307692308,0.24169230769230957
740,6,RandTop,1,12,-99.70200000000001,168.99099999999999,8.062000000000001,-0.126,3,2,3,1,0.21600000000000003,2.1590000000000003,1.5719999999999998,21.292866,0.126,1.6379127692307693,0.3396153846153851
741,6,Permutate,1,12,-101.459,170.398,7.996,-0.145,4,3,2,8,0.142,2.937,2.475,24.70771,0.145,1.9005930769230768,0.20446153846153964
742,6,Permutate,1,12,-101.729,166.487,8.184,-0.17,2,4,3,2,0.114,2.915,2.582,28.30279,0.17,2.1771376923076926,0.18369230769230918
743,6,Permutate,1,12,-101.101,168.521,8.085,-0.165,3,3,3,1,0.201,2.325,1.756,27.805965,0.165,2.1389203846153846,0.2320000000000015
744,6,Permutate,1,12,-101.35,164.418,8.287,-0.17,4,2,2,2,0.163,2.594,2.112,27.951060000000002,0.17,2.1500815384615386,0.2128461538461557
745,6,Permutate,1,12,-102.115,174.497,7.808,-0.162,3,3,2,191,0.158,3.699,3.016,28.268514000000003,0.162,2.174501076923077,0.15400000000000183
746,6,Permutate,1,12,-100.478,165.449,8.235,-0.165,3,3,3,2,0.2,2.298,1.713,27.299085,0.165,2.0999296153846156,0.2799230769230788
747,6,Permutate,1,12,-98.228,172.56900000000002,7.895,-0.14400000000000002,4,4,2,8,0.23399999999999999,2.88,1.91,24.849936,0.144,1.9115335384615384,0.45300000000000185
748,6,Permutate,1,12,-102.336,170.68099999999998,7.983,-0.138,4,4,2,2,0.127,2.535,2.188,23.553978,0.138,1.8118444615384617,0.13700000000000154
749,6,Permutate,1,12,-100.523,171.141,7.961,-0.163,3,3,3,1,0.18899999999999997,2.291,1.784,27.895983,0.163,2.1458448461538464,0.2764615384615402
750,6,Permutate,1,12,-100.41799999999999,163.496,8.333,-0.162,3,3,3,2,0.21,2.347,1.71,26.486352000000004,0.162,2.0374116923076926,0.28453846153846357
751,6,Permutate,1,12,-101.69200000000001,163.623,8.327,-0.171,2,3,4,2,0.12300000000000001,2.92,2.549,27.979533,0.171,2.152271769230769,0.1865384615384624
752,6,Permutate,1,12,-101.713,165.018,8.256,-0.17,2,4,3,2,0.11699999999999999,2.9330000000000003,2.5869999999999997,28.053060000000002,0.17,2.1579276923076924,0.18492307692307883
753,6,Permutate,1,12,-98.374,171.34799999999998,7.9510000000000005,-0.142,4,4,2,35,0.25,2.861,1.8359999999999999,24.331415999999997,0.142,1.8716473846153845,0.4417692307692326
754,6,Permutate,1,12,-101.036,171.02900000000002,7.966,-0.153,2,4,4,38,0.16899999999999998,3.306,2.6319999999999997,26.167437000000003,0.153,2.0128797692307696,0.23700000000000132
755,6,Permutate,1,12,-101.102,171.482,7.945,-0.168,4,4,2,8,0.21899999999999997,2.742,1.931,28.808976,0.168,2.216075076923077,0.23192307692307806
756,6,Permutate,1,12,-100.72,170.61599999999999,7.986000000000001,-0.16,2,4,3,8,0.204,2.661,1.9980000000000002,27.29856,0.16,2.0998892307692305,0.26130769230769385
757,6,Permutate,1,12,-101.079,178.078,7.651,-0.165,3,4,2,1,0.183,2.2769999999999997,1.7819999999999998,29.38287,0.165,2.260220769230769,0.23369230769230961
758,6,Permutate,1,12,-102.609,168.077,8.106,-0.14300000000000002,4,4,2,47,0.17800000000000002,3.2239999999999998,2.479,24.035010999999997,0.143,1.8488469999999997,0.11600000000000185
759,6,Permutate,1,12,-101.65899999999999,167.486,8.135,-0.17,2,4,3,2,0.126,2.725,2.3680000000000003,28.47262,0.17,2.1902015384615385,0.18907692307692514
760,6,Permutate,1,12,-100.573,173.74200000000002,7.8420000000000005,-0.168,4,4,2,1,0.185,2.392,1.8630000000000002,29.188656000000005,0.168,2.245281230769231,0.2726153846153866
761,6,Permutate,1,12,-98.95200000000001,174.31599999999997,7.816,-0.152,4,3,2,1,0.21899999999999997,2.444,1.7380000000000002,26.496031999999996,0.152,2.0381563076923075,0.3973076923076928
762,6,Permutate,1,12,-100.398,177.637,7.67,-0.162,2,3,3,1,0.223,2.258,1.6,28.777194,0.162,2.213630307692308,0.2860769230769248
763,6,Permutate,1,12,-101.57,165.87900000000002,8.214,-0.171,3,4,2,2,0.136,2.546,2.181,28.365309000000007,0.171,2.1819468461538465,0.1959230769230789
764,6,Permutate,1,12,-99.743,178.574,7.63,-0.163,3,3,2,1,0.222,2.248,1.604,29.107562,0.163,2.239043230769231,0.33646153846154025
765,6,Permutate,1,12,-100.25200000000001,160.691,8.479,-0.161,3,3,3,2,0.20800000000000002,2.375,1.732,25.871251,0.161,1.990096230769231,0.297307692307693
766,6,LatMutate,1,12,-98.745,154.33,8.828,-0.127,3,2,3,1,0.215,2.198,1.591,19.59991,0.127,1.5076853846153848,0.4132307692307703
767,6,LatMutate,1,12,-100.975,167.59799999999998,8.129,-0.165,3,3,2,1,0.17600000000000002,2.372,1.8840000000000001,27.653669999999998,0.165,2.1272053846153844,0.24169230769230957
768,6,LatMutate,1,12,-99.64299999999999,163.791,8.318,-0.141,4,3,2,1,0.188,2.296,1.786,23.094530999999996,0.141,1.7765023846153842,0.34415384615384864
769,6,LatMutate,1,12,-101.271,162.838,8.367,-0.166,3,3,3,1,0.20199999999999999,2.2,1.6569999999999998,27.031108,0.166,2.079316,0.2189230769230783
770,6,LatMutate,1,12,-101.075,163.719,8.322000000000001,-0.149,3,4,2,42,0.19,2.782,2.184,24.394130999999998,0.149,1.8764716153846153,0.2340000000000012
771,6,LatMutate,1,12,-99.93,177.69099999999997,7.667999999999999,-0.154,2,4,3,8,0.19399999999999998,2.57,1.965,27.364413999999996,0.154,2.1049549230769227,0.322076923076924
772,6,LatMutate,1,12,-101.691,163.392,8.339,-0.15,4,3,2,10,0.17300000000000001,2.8139999999999996,2.235,24.508799999999997,0.15,1.8852923076923074,0.18661538461538585
773,6,LatMutate,1,12,-100.68700000000001,167.105,8.152999999999999,-0.139,3,3,2,38,0.23399999999999999,2.617,1.778,23.227595,0.139,1.786738076923077,0.2638461538461544
774,6,LatMutate,1,12,-100.89299999999999,171.815,7.93,-0.153,2,3,4,8,0.215,2.635,1.901,26.287695,0.153,2.0221303846153846,0.24800000000000247
775,6,LatMutate,1,12,-99.624,165.67700000000002,8.224,-0.111,3,4,2,1,0.20600000000000002,2.432,1.82,18.390147000000002,0.111,1.4146266923076924,0.34561538461538643
776,6,LatMutate,1,12,-101.101,170.68900000000002,7.982,-0.16,3,3,2,6,0.225,2.701,1.896,27.310240000000004,0.16,2.1007876923076925,0.2320000000000015
777,6,LatMutate,1,12,-100.225,160.289,8.5,-0.11800000000000001,3,3,3,38,0.19899999999999998,2.7060000000000004,2.0269999999999997,18.914101999999996,0.118,1.4549309230769227,0.29938461538461725
778,6,LatMutate,1,12,-100.288,165.808,8.217,-0.158,3,3,3,1,0.205,2.227,1.6769999999999998,26.197664,0.158,2.015204923076923,0.29453846153846325
779,6,LatMutate,1,12,-100.676,168.512,8.085,-0.147,4,2,3,1,0.18600000000000003,2.469,1.9180000000000001,24.771264,0.147,1.905481846153846,0.264692307692309
780,6,LatMutate,1,12,-100.772,166.645,8.176,-0.156,3,3,3,2,0.179,2.273,1.8019999999999998,25.99662,0.156,1.99974,0.2573076923076933
781,6,LatMutate,1,12,-98.978,153.151,8.896,-0.106,3,3,3,1,0.2,2.141,1.61,16.234006,0.106,1.2487696923076923,0.3953076923076942
782,6,LatMutate,1,12,-101.194,164.453,8.285,-0.161,3,3,3,8,0.17800000000000002,2.392,1.8969999999999998,26.476933000000002,0.161,2.036687153846154,0.22484615384615508
783,6,LatMutate,1,12,-100.479,158.181,8.613,-0.15,4,4,2,1,0.218,2.6439999999999997,1.88,23.72715,0.15,1.8251653846153848,0.27984615384615535
784,6,LatMutate,1,12,-100.39399999999999,163.175,8.35,-0.17300000000000001,3,3,4,2,0.177,2.27,1.8159999999999998,28.229275,0.173,2.171482692307692,0.2863846153846175
785,6,LatMutate,1,12,-100.665,167.313,8.142999999999999,-0.16399999999999998,4,3,2,2,0.185,2.47,1.911,27.439332,0.164,2.1107178461538463,0.2655384615384625
786,6,LatMutate,1,12,-100.60600000000001,167.56799999999998,8.131,-0.139,4,3,2,5,0.192,2.31,1.7819999999999998,23.291952,0.139,1.7916886153846152,0.2700769230769238
787,6,LatMutate,1,12,-100.60700000000001,165.101,8.252,-0.166,2,3,3,1,0.21,2.33,1.7080000000000002,27.406766,0.166,2.1082127692307693,0.2700000000000004
788,6,softmutate,1,12,-100.508,171.31799999999998,7.952999999999999,-0.161,2,3,3,1,0.2,2.224,1.666,27.582197999999998,0.161,2.1217075384615383,0.2776153846153864
789,6,softmutate,1,12,-102.449,162.811,8.368,-0.142,4,4,2,12,0.15,3.071,2.519,23.119162,0.142,1.7783970769230768,0.1283076923076939
790,6,softmutate,1,12,-100.491,163.148,8.351,-0.17,2,4,3,2,0.183,2.294,1.787,27.73516,0.17,2.133473846153846,0.2789230769230784
791,6,softmutate,1,12,-101.411,157.67,8.641,-0.147,2,3,4,10,0.182,2.6430000000000002,2.061,23.177489999999995,0.147,1.7828838461538459,0.2081538461538475
792,6,softmutate,1,12,-99.88799999999999,172.515,7.898,-0.124,4,3,2,1,0.20800000000000002,2.193,1.6340000000000001,21.391859999999998,0.124,1.645527692307692,0.3253076923076944
793,6,softmutate,1,12,-100.669,154.338,8.828,-0.161,3,5,2,1,0.142,2.696,2.267,24.848418,0.161,1.911416769230769,0.2652307692307709
794,6,softmutate,1,12,-100.279,166.71200000000002,8.173,-0.158,4,3,2,1,0.231,2.367,1.6569999999999998,26.340496,0.158,2.026192,0.29523076923077096
795,6,softmutate,1,12,-100.48899999999999,163.095,8.354,-0.166,3,4,2,2,0.17600000000000002,2.261,1.786,27.07377,0.166,2.0825976923076923,0.2790769230769253
796,6,softmutate,1,12,-100.01,163.84,8.316,-0.156,3,3,3,1,0.222,2.162,1.554,25.55904,0.156,1.96608,0.315923076923078
797,6,softmutate,1,12,-100.993,160.412,8.494,-0.157,4,3,2,1,0.166,2.718,2.199,25.184684,0.157,1.9372833846153847,0.24030769230769414
798,6,softmutate,1,12,-101.064,163.69899999999998,8.323,-0.162,5,3,1,2,0.14,2.569,2.177,26.519237999999998,0.162,2.0399413846153847,0.23484615384615581
799,6,softmutate,1,12,-101.633,166.453,8.185,-0.162,4,5,1,2,0.111,2.737,2.414,26.965386000000002,0.162,2.074260461538462,0.19107692307692486
800,6,softmutate,1,12,-100.88799999999999,169.75799999999998,8.026,-0.159,3,5,1,1,0.11699999999999999,2.6689999999999996,2.359,26.991521999999996,0.159,2.076270923076923,0.2483846153846175
801,6,softmutate,1,12,-99.581,166.74,8.171,-0.165,5,2,2,1,0.174,2.233,1.8130000000000002,27.512100000000004,0.165,2.116315384615385,0.3489230769230781
802,6,softmutate,1,12,-102.884,165.984,8.208,-0.138,4,4,2,139,0.142,3.551,2.963,22.905792,0.138,1.7619840000000002,0.09484615384615526
803,6,keptBest,1,12,-103.20100000000001,168.028,8.109,-0.154,4,3,3,139,0.146,3.19,2.679,25.876312,0.154,1.9904855384615383,0.07046153846153931
804,6,keptBest,1,12,-101.915,171.423,7.9479999999999995,-0.163,2,4,4,12,0.149,2.9810000000000003,2.49,27.941949,0.163,2.1493806923076924,0.16938461538461633
805,6,softmutate,1,12,-100.03200000000001,164.91,8.262,-0.153,4,3,2,1,0.204,2.195,1.64,25.23123,0.153,1.940863846153846,0.31423076923076987
806,6,keptBest,1,12,-101.839,170.81,7.977,-0.163,3,3,3,2,0.174,2.383,1.902,27.84203,0.163,2.1416946153846155,0.17523076923077077
807,6,keptBest,1,12,-101.76799999999999,166.61900000000003,8.177,-0.16699999999999998,4,5,1,71,0.171,3.1210000000000004,2.439,27.825373000000006,0.167,2.140413307692308,0.18069230769231018
808,6,keptBest,1,12,-101.714,165.424,8.236,-0.17,2,4,3,12,0.182,2.807,2.195,28.122080000000004,0.17,2.1632369230769233,0.18484615384615538
809,6,keptBest,1,12,-101.587,164.261,8.295,-0.171,3,4,2,2,0.13699999999999998,2.6430000000000002,2.258,28.088631000000003,0.171,2.1606639230769233,0.1946153846153858
