,crystal_descriptions,energy_substance_pa,magmom_pa,SYMM
142,Sm1_16-coordinate_1.0|Fe1_13-coordinate_1.0|Fe2_14-coordinate_1.0|Fe3_10-coordinate_1.0|Fe4_body-centered cubic_0.4|Fe5_10-coordinate_1.0|Fe6_10-coordinate_1.0|Fe7_body-centered cubic_0.5|Fe8_11-coordinate_1.0|Fe9_body-centered cubic_0.5|Fe10_9-coordinate_1.0|Fe11_13-coordinate_1.0|Fe12_8-coordinate_1.0,0.197153846,1.947854077,6
2365,Sm1_20-coordinate_1.0|Fe1_14-coordinate_1.0|Fe2_cuboctahedral_0.6|Fe3_cuboctahedral_0.8|Fe4_cuboctahedral_0.6|Fe5_12-coordinate_1.0,0.082076923,1.960035923,2
280,Sm1_16-coordinate_1.0|Fe1_10-coordinate_1.0|Fe2_8-coordinate_1.0|Fe3_body-centered cubic_0.4|Fe4_8-coordinate_1.0|Fe5_body-centered cubic_0.4,0.132615385,1.896558769,2
2160,Sm1_14-coordinate_1.0|Fe1_8-coordinate_1.0|Fe2_10-coordinate_1.0|Fe3_13-coordinate_1.0|Fe4_body-centered cubic_0.4|Fe5_14-coordinate_1.0|Fe6_body-centered cubic_0.5,0.147461538,2.021513846,2
2349,Sm1_14-coordinate_1.0|Fe1_8-coordinate_1.0|Fe2_10-coordinate_1.0|Fe3_13-coordinate_1.0|Fe4_body-centered cubic_0.4|Fe5_14-coordinate_1.0|Fe6_body-centered cubic_0.5,0.147461538,2.021513846,2
111,Sm1_18-coordinate_1.0|Fe1_2-coordinate_1.0|Fe2_14-coordinate_1.0|Fe3_cuboctahedral_0.5|Fe4_cuboctahedral_0.5|Fe5_cuboctahedral_0.8|Fe6_cuboctahedral_0.5|Fe7_12-coordinate_1.0,0.154769231,2.132153308,2
334,Sm1_18-coordinate_1.0|Fe1_2-coordinate_1.0|Fe2_14-coordinate_1.0|Fe3_cuboctahedral_0.5|Fe4_cuboctahedral_0.5|Fe5_cuboctahedral_0.8|Fe6_cuboctahedral_0.5|Fe7_12-coordinate_1.0,0.154769231,2.132153308,2
224,Sm1_18-coordinate_1.0|Fe1_2-coordinate_1.0|Fe2_14-coordinate_1.0|Fe3_cuboctahedral_0.5|Fe4_cuboctahedral_0.5|Fe5_cuboctahedral_0.4|Fe6_cuboctahedral_0.7|Fe7_12-coordinate_1.0,0.160692308,2.204449154,2
2236,Sm1_14-coordinate_1.0|Fe1_8-coordinate_1.0|Fe2_13-coordinate_1.0|Fe3_body-centered cubic_0.5|Fe4_body-centered cubic_0.4|Fe5_body-centered cubic_0.5,0.169461538,2.017763462,2
2272,Sm1_cuboctahedral_0.8|Fe1_body-centered cubic_0.5|Fe2_9-coordinate_1.0|Fe3_8-coordinate_1.0|Fe4_9-coordinate_1.0|Fe5_body-centered cubic_0.5|Fe6_body-centered cubic_0.5,0.169538462,2.148306923,2
1362,Sm1_14-coordinate_1.0|Fe1_8-coordinate_1.0|Fe2_1-coordinate_1.0|Fe3_8-coordinate_1.0|Fe4_body-centered cubic_0.4|Fe5_body-centered cubic_0.5|Fe6_1-coordinate_1.0|Fe7_8-coordinate_1.0|Fe8_8-coordinate_1.0|Fe9_body-centered cubic_0.5|Fe10_body-centered cubic_0.4|Fe11_10-coordinate_1.0|Fe12_10-coordinate_1.0,0.169846154,2.217264,2
2046,Sm1_14-coordinate_1.0|Fe1_1-coordinate_1.0|Fe2_8-coordinate_1.0|Fe3_8-coordinate_1.0|Fe4_body-centered cubic_0.4|Fe5_body-centered cubic_0.4|Fe6_10-coordinate_1.0,0.170615385,2.231589077,2
1221,Sm1_18-coordinate_1.0|Fe1_12-coordinate_1.0|Fe2_11-coordinate_1.0|Fe3_12-coordinate_1.0|Fe4_11-coordinate_1.0|Fe5_13-coordinate_1.0|Fe6_cuboctahedral_0.8|Fe7_cuboctahedral_0.7,0.176,2.150292692,2
2155,Sm1_6-coordinate_1.0|Fe1_1-coordinate_1.0|Fe2_8-coordinate_1.0|Fe3_8-coordinate_1.0|Fe4_body-centered cubic_0.4|Fe5_8-coordinate_1.0|Fe6_13-coordinate_1.0,0.176615385,2.106386308,2
1058,Sm1_18-coordinate_1.0|Fe1_13-coordinate_1.0|Fe2_12-coordinate_1.0|Fe3_12-coordinate_1.0|Fe4_11-coordinate_1.0|Fe5_13-coordinate_1.0|Fe6_cuboctahedral_0.8|Fe7_cuboctahedral_0.7,0.177384615,2.164926154,2
58,Sm1_18-coordinate_1.0|Fe1_13-coordinate_1.0|Fe2_9-coordinate_1.0|Fe3_12-coordinate_1.0|Fe4_13-coordinate_1.0|Fe5_10-coordinate_1.0|Fe6_12-coordinate_1.0,0.177538462,2.041554462,2
202,Sm1_18-coordinate_1.0|Fe1_13-coordinate_1.0|Fe2_9-coordinate_1.0|Fe3_12-coordinate_1.0|Fe4_13-coordinate_1.0|Fe5_10-coordinate_1.0|Fe6_12-coordinate_1.0,0.177538462,2.041554462,2
2415,Sm1_18-coordinate_1.0|Fe1_13-coordinate_1.0|Fe2_12-coordinate_1.0|Fe3_12-coordinate_1.0|Fe4_11-coordinate_1.0|Fe5_13-coordinate_1.0|Fe6_cuboctahedral_0.7|Fe7_cuboctahedral_0.8,0.179307692,2.127306923,2
2310,Sm1_18-coordinate_1.0|Fe1_11-coordinate_1.0|Fe2_12-coordinate_1.0|Fe3_12-coordinate_1.0|Fe4_13-coordinate_1.0|Fe5_13-coordinate_1.0|Fe6_cuboctahedral_0.8|Fe7_cuboctahedral_0.7,0.181,2.117127692,2
1024,Sm1_18-coordinate_1.0|Fe1_13-coordinate_1.0|Fe2_12-coordinate_1.0|Fe3_12-coordinate_1.0|Fe4_11-coordinate_1.0|Fe5_13-coordinate_1.0|Fe6_cuboctahedral_0.7|Fe7_cuboctahedral_0.8,0.181153846,2.091340154,2
1165,Sm1_18-coordinate_1.0|Fe1_13-coordinate_1.0|Fe2_12-coordinate_1.0|Fe3_12-coordinate_1.0|Fe4_11-coordinate_1.0|Fe5_13-coordinate_1.0|Fe6_cuboctahedral_0.7|Fe7_cuboctahedral_0.8,0.181384615,2.094595385,2
112,Sm1_18-coordinate_1.0|Fe1_13-coordinate_1.0|Fe2_12-coordinate_1.0|Fe3_12-coordinate_1.0|Fe4_11-coordinate_1.0|Fe5_13-coordinate_1.0|Fe6_cuboctahedral_0.8|Fe7_cuboctahedral_0.7,0.181846154,2.120752154,2
2394,Sm1_4-coordinate_1.0|Fe1_14-coordinate_1.0|Fe2_1-coordinate_1.0|Fe3_8-coordinate_1.0|Fe4_body-centered cubic_0.4|Fe5_8-coordinate_1.0|Fe6_13-coordinate_1.0,0.182846154,2.072369308,2
2205,Sm1_18-coordinate_1.0|Fe1_8-coordinate_1.0|Fe2_12-coordinate_1.0|Fe3_10-coordinate_1.0|Fe4_6-coordinate_1.0|Fe5_10-coordinate_1.0|Fe6_8-coordinate_1.0|Fe7_13-coordinate_1.0,0.183384615,1.922856462,2
1119,Sm1_18-coordinate_1.0|Fe1_body-centered cubic_0.5|Fe2_8-coordinate_1.0|Fe3_9-coordinate_1.0|Fe4_8-coordinate_1.0|Fe5_cuboctahedral_0.7|Fe6_13-coordinate_1.0|Fe7_10-coordinate_1.0,0.183846154,2.109154154,2
2336,Sm1_6-coordinate_1.0|Fe1_7-coordinate_1.0|Fe2_1-coordinate_1.0|Fe3_8-coordinate_1.0|Fe4_body-centered cubic_0.5|Fe5_9-coordinate_1.0|Fe6_8-coordinate_1.0,0.184615385,2.179784769,2
1027,Sm1_cuboctahedral_0.5|Fe1_8-coordinate_1.0|Fe2_7-coordinate_1.0|Fe3_body-centered cubic_0.5|Fe4_body-centered cubic_0.5|Fe5_8-coordinate_1.0|Fe6_13-coordinate_1.0,0.184923077,2.157927692,2
204,Sm1_18-coordinate_1.0|Fe1_13-coordinate_1.0|Fe2_11-coordinate_1.0|Fe3_11-coordinate_1.0|Fe4_12-coordinate_1.0|Fe5_13-coordinate_1.0|Fe6_cuboctahedral_0.7|Fe7_cuboctahedral_0.8,0.188461538,2.069528615,2
2048,Sm1_cuboctahedral_0.5|Fe1_7-coordinate_1.0|Fe2_body-centered cubic_0.4|Fe3_8-coordinate_1.0|Fe4_body-centered cubic_0.4|Fe5_8-coordinate_1.0|Fe6_7-coordinate_1.0,0.19,2.187096231,2
2218,Sm1_18-coordinate_1.0|Fe1_12-coordinate_1.0|Fe2_11-coordinate_1.0|Fe3_12-coordinate_1.0|Fe4_11-coordinate_1.0|Fe5_13-coordinate_1.0|Fe6_cuboctahedral_0.8|Fe7_cuboctahedral_0.7,0.190384615,2.042766154,2
1218,Sm1_12-coordinate_1.0|Fe1_8-coordinate_1.0|Fe2_2-coordinate_1.0|Fe3_body-centered cubic_0.4|Fe4_body-centered cubic_0.4|Fe5_8-coordinate_1.0|Fe6_8-coordinate_1.0|Fe7_7-coordinate_1.0|Fe8_8-coordinate_1.0|Fe9_body-centered cubic_0.4|Fe10_8-coordinate_1.0|Fe11_13-coordinate_1.0|Fe12_1-coordinate_1.0,0.190769231,2.166267462,2
2289,Sm1_12-coordinate_1.0|Fe1_8-coordinate_1.0|Fe2_7-coordinate_1.0|Fe3_8-coordinate_1.0|Fe4_8-coordinate_1.0|Fe5_8-coordinate_1.0|Fe6_13-coordinate_1.0,0.191538462,2.180210538,2
1320,Sm1_18-coordinate_1.0|Fe1_12-coordinate_1.0|Fe2_13-coordinate_1.0|Fe3_11-coordinate_1.0|Fe4_12-coordinate_1.0|Fe5_cuboctahedral_0.7|Fe6_cuboctahedral_0.7|Fe7_13-coordinate_1.0,0.192538462,2.066084615,2
116,Sm1_18-coordinate_1.0|Fe1_11-coordinate_1.0|Fe2_2-coordinate_1.0|Fe3_13-coordinate_1.0|Fe4_cuboctahedral_0.6|Fe5_cuboctahedral_0.7|Fe6_13-coordinate_1.0|Fe7_11-coordinate_1.0,0.192846154,2.037161462,2
176,Sm1_18-coordinate_1.0|Fe1_13-coordinate_1.0|Fe2_12-coordinate_1.0|Fe3_13-coordinate_1.0|Fe4_cuboctahedral_0.6|Fe5_cuboctahedral_0.7|Fe6_12-coordinate_1.0|Fe7_11-coordinate_1.0,0.193230769,2.122974692,2
2146,Sm1_18-coordinate_1.0|Fe1_13-coordinate_1.0|Fe2_10-coordinate_1.0|Fe3_12-coordinate_1.0|Fe4_12-coordinate_1.0|Fe5_11-coordinate_1.0|Fe6_9-coordinate_1.0|Fe7_9-coordinate_1.0,0.195846154,1.900358231,2
143,Sm1_18-coordinate_1.0|Fe1_11-coordinate_1.0|Fe2_11-coordinate_1.0|Fe3_13-coordinate_1.0|Fe4_cuboctahedral_0.6|Fe5_cuboctahedral_0.8|Fe6_11-coordinate_1.0|Fe7_13-coordinate_1.0,0.197230769,1.974718846,2
1259,Sm1_18-coordinate_1.0|Fe1_13-coordinate_1.0|Fe2_12-coordinate_1.0|Fe3_12-coordinate_1.0|Fe4_7-coordinate_1.0|Fe5_13-coordinate_1.0|Fe6_cuboctahedral_0.8|Fe7_cuboctahedral_0.7,0.197923077,2.025387846,2
2112,Sm1_20-coordinate_1.0|Fe1_8-coordinate_1.0|Fe1_14-coordinate_1.0|Fe2_cuboctahedral_0.6|Fe3_cuboctahedral_0.7|Fe2_cuboctahedral_0.6|Fe3_cuboctahedral_0.6|Fe4_15-coordinate_1.0|Fe5_12-coordinate_1.0|Fe5_12-coordinate_1.0,0.165153846,2.157731846,1
2223,Sm1_20-coordinate_1.0|Fe1_8-coordinate_1.0|Fe1_14-coordinate_1.0|Fe2_cuboctahedral_0.6|Fe3_cuboctahedral_0.7|Fe2_cuboctahedral_0.6|Fe3_cuboctahedral_0.6|Fe4_15-coordinate_1.0|Fe5_12-coordinate_1.0|Fe5_12-coordinate_1.0,0.165153846,2.157731846,1
1057,Sm1_20-coordinate_1.0|Fe1_8-coordinate_1.0|Fe2_cuboctahedral_0.6|Fe3_cuboctahedral_0.7|Fe4_15-coordinate_1.0|Fe5_cuboctahedral_0.4,0.170384615,2.183280923,1
194,Sm1_10-coordinate_1.0|Fe1_1-coordinate_1.0|Fe2_8-coordinate_1.0|Fe3_body-centered cubic_0.5|Fe4_8-coordinate_1.0|Fe5_1-coordinate_1.0|Fe6_8-coordinate_1.0|Fe7_body-centered cubic_0.5|Fe8_8-coordinate_1.0|Fe9_body-centered cubic_0.5|Fe10_body-centered cubic_0.5|Fe11_body-centered cubic_0.5|Fe12_body-centered cubic_0.5,0.178846154,1.988135385,1
2127,Sm1_20-coordinate_1.0|Fe1_8-coordinate_1.0|Fe2_cuboctahedral_0.7|Fe3_cuboctahedral_0.4|Fe4_15-coordinate_1.0,0.179692308,2.154566923,1
1308,Sm1_20-coordinate_1.0|Fe1_14-coordinate_1.0|Fe2_cuboctahedral_0.6|Fe3_cuboctahedral_0.7|Fe4_cuboctahedral_0.4|Fe5_15-coordinate_1.0,0.186923077,2.043193846,1
1222,Sm1_11-coordinate_1.0|Fe1_body-centered cubic_0.5|Fe2_13-coordinate_1.0|Fe3_7-coordinate_1.0|Fe4_body-centered cubic_0.4|Fe5_body-centered cubic_0.4|Fe6_body-centered cubic_0.4|Fe7_body-centered cubic_0.5|Fe8_body-centered cubic_0.4|Fe9_body-centered cubic_0.4|Fe10_body-centered cubic_0.4|Fe11_1-coordinate_1.0|Fe12_11-coordinate_1.0,0.187846154,2.149687231,1
227,Sm1_12-coordinate_1.0|Fe1_8-coordinate_1.0|Fe2_8-coordinate_1.0|Fe3_10-coordinate_1.0|Fe4_8-coordinate_1.0|Fe5_10-coordinate_1.0|Fe6_8-coordinate_1.0|Fe7_8-coordinate_1.0|Fe8_14-coordinate_1.0|Fe9_8-coordinate_1.0|Fe10_8-coordinate_1.0|Fe11_8-coordinate_1.0|Fe12_14-coordinate_1.0,0.189769231,1.960064615,1
2360,Sm1_3-coordinate_1.0|Fe1_single-bond_0.5|Fe2_body-centered cubic_0.5|Fe3_14-coordinate_1.0|Fe4_14-coordinate_1.0|Fe5_7-coordinate_1.0|Fe6_1-coordinate_1.0|Fe7_body-centered cubic_0.4|Fe8_body-centered cubic_0.5|Fe9_body-centered cubic_0.5|Fe10_body-centered cubic_0.5|Fe11_body-centered cubic_0.5|Fe12_body-centered cubic_0.5,0.189846154,2.002531846,1
1051,Sm1_20-coordinate_1.0|Fe1_1-coordinate_1.0|Fe2_cuboctahedral_0.6|Fe3_cuboctahedral_0.6|Fe4_cuboctahedral_0.4|Fe5_15-coordinate_1.0,0.191846154,2.036340385,1
2309,Sm1_16-coordinate_1.0|Fe1_10-coordinate_1.0|Fe2_7-coordinate_1.0|Fe3_body-centered cubic_0.4|Fe4_14-coordinate_1.0|Fe5_9-coordinate_1.0|Fe6_11-coordinate_1.0|Fe7_6-coordinate_1.0|Fe8_body-centered cubic_0.4|Fe9_8-coordinate_1.0|Fe10_11-coordinate_1.0|Fe11_14-coordinate_1.0|Fe12_body-centered cubic_0.5,0.194,2.19952,1
302,Sm1_14-coordinate_1.0|Fe1_8-coordinate_1.0|Fe2_13-coordinate_1.0|Fe3_8-coordinate_1.0|Fe4_8-coordinate_1.0|Fe5_9-coordinate_1.0|Fe6_6-coordinate_1.0,0.196230769,1.919976923,1
2297,Sm1_17-coordinate_1.0|Fe1_8-coordinate_1.0|Fe2_12-coordinate_1.0|Fe3_12-coordinate_1.0|Fe4_cuboctahedral_0.7|Fe5_cuboctahedral_0.7|Fe6_12-coordinate_1.0|Fe7_12-coordinate_1.0|Fe8_cuboctahedral_0.4|Fe9_10-coordinate_1.0|Fe10_cuboctahedral_0.4|Fe11_13-coordinate_1.0|Fe12_1-coordinate_1.0,0.196461538,2.161885846,1
168,Sm1_17-coordinate_1.0|Fe1_cuboctahedral_0.6|Fe2_cuboctahedral_0.6|Fe3_8-coordinate_1.0|Fe4_12-coordinate_1.0|Fe5_12-coordinate_1.0|Fe6_12-coordinate_1.0|Fe7_12-coordinate_1.0|Fe8_12-coordinate_1.0|Fe9_10-coordinate_1.0|Fe10_12-coordinate_1.0|Fe11_13-coordinate_1.0|Fe12_1-coordinate_1.0,0.198538462,2.166146769,1
2156,Sm1_16-coordinate_1.0|Fe1_10-coordinate_1.0|Fe2_body-centered cubic_0.4|Fe3_8-coordinate_1.0|Fe4_6-coordinate_1.0|Fe5_8-coordinate_1.0|Fe6_11-coordinate_1.0|Fe7_body-centered cubic_0.5|Fe8_10-coordinate_1.0|Fe9_14-coordinate_1.0|Fe10_body-centered cubic_0.5|Fe11_14-coordinate_1.0|Fe12_14-coordinate_1.0,0.199,2.220900615,1
